"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"java.lang.StringLatin1.equals (byte[], byte[])","12.7 ms (0%)","6.43 ms (0%)","12.7 ms (0%)","6.43 ms (0%)","33,864"
"json.JsonPureStringParser.parse ()","5.37 ms (0%)","5.32 ms (0%)","131,143 ms (7.5%)","124,929 ms (7.5%)","4,000"
"Json.benchmark ()","4.41 ms (0%)","4.40 ms (0%)","131,161 ms (7.5%)","124,941 ms (7.5%)","4,000"
"json.JsonPureStringParser.readFalse ()","4.25 ms (0%)","4.19 ms (0%)","57.6 ms (0%)","55.0 ms (0%)","12,000"
"java.util.Arrays.copyOf (Object[], int)","3.63 ms (0%)","3.57 ms (0%)","10.3 ms (0%)","10.2 ms (0%)","8,081"
"json.JsonObject.get (String)","3.61 ms (0%)","3.55 ms (0%)","13.4 ms (0%)","13.1 ms (0%)","12,000"
"json.JsonObject.indexOf (String)","3.23 ms (0%)","3.24 ms (0%)","9.39 ms (0%)","9.20 ms (0%)","12,000"
"java.lang.Math.min (int, int)","3.26 ms (0%)","3.11 ms (0%)","3.26 ms (0%)","3.11 ms (0%)","19,638"
"java.lang.String.charAt (int)","3.42 ms (0%)","2.95 ms (0%)","5.63 ms (0%)","4.89 ms (0%)","14,171"
"java.lang.ClassLoader.defineClass (String, byte[], int, int, java.security.ProtectionDomain)","6.20 ms (0%)","1.57 ms (0%)","13.1 ms (0%)","4.25 ms (0%)","27"
"Run.printResult (long)","1.41 ms (0%)","1.42 ms (0%)","4.90 ms (0%)","4.84 ms (0%)","40"
"json.JsonArray.size ()","1.42 ms (0%)","1.40 ms (0%)","1.65 ms (0%)","1.63 ms (0%)","4,000"
"json.JsonObject$HashIndexTable.get (String)","1.8 ms (0%)","1.4 ms (0%)","4.68 ms (0%)","4.57 ms (0%)","12,000"
"java.lang.StringLatin1.charAt (byte[], int)","0.979 ms (0%)","0.959 ms (0%)","0.979 ms (0%)","0.959 ms (0%)","14,171"
"som.Vector.at (int)","1.0 ms (0%)","0.958 ms (0%)","1.0 ms (0%)","0.958 ms (0%)","24,000"
"java.util.zip.Inflater.inflate (byte[], int, int)","0.724 ms (0%)","0.722 ms (0%)","0.874 ms (0%)","0.866 ms (0%)","78"
"Run.getSuiteFromName (String)","0.700 ms (0%)","0.695 ms (0%)","2.35 ms (0%)","1.74 ms (0%)","1"
"java.io.FileOutputStream.write (byte[], int, int)","0.719 ms (0%)","0.689 ms (0%)","0.731 ms (0%)","0.701 ms (0%)","44"
"Run.runBenchmark ()","1.39 ms (0%)","0.660 ms (0%)","131,231 ms (7.5%)","125,003 ms (7.5%)","1"
"java.lang.ClassLoader.findBootstrapClassOrNull (String)","0.529 ms (0%)","0.522 ms (0%)","0.768 ms (0%)","0.761 ms (0%)","42"
"java.util.concurrent.ConcurrentHashMap.get (Object)","0.488 ms (0%)","0.495 ms (0%)","1.34 ms (0%)","0.808 ms (0%)","427"
"java.util.concurrent.ConcurrentHashMap.tabAt (java.util.concurrent.ConcurrentHashMap.Node[], int)","0.913 ms (0%)","0.486 ms (0%)","1.11 ms (0%)","0.698 ms (0%)","1,085"
"json.JsonObject.asObject ()","0.480 ms (0%)","0.468 ms (0%)","0.480 ms (0%)","0.468 ms (0%)","12,000"
"java.lang.AbstractStringBuilder.append (String)","0.621 ms (0%)","0.422 ms (0%)","6.92 ms (0%)","2.40 ms (0%)","561"
"Harness.processArguments (String[])","6.31 ms (0%)","0.404 ms (0%)","34.3 ms (0%)","17.1 ms (0%)","1"
"java.lang.AbstractStringBuilder.putStringAt (int, String, int, int)","0.422 ms (0%)","0.401 ms (0%)","0.850 ms (0%)","0.809 ms (0%)","561"
"java.util.zip.ZipFile.getInputStream (java.util.zip.ZipEntry)","0.500 ms (0%)","0.400 ms (0%)","1.50 ms (0%)","1.36 ms (0%)","28"
"java.util.concurrent.ConcurrentHashMap.putVal (Object, Object, boolean)","0.376 ms (0%)","0.378 ms (0%)","1.84 ms (0%)","1.45 ms (0%)","141"
"json.JsonObject.isObject ()","0.403 ms (0%)","0.368 ms (0%)","0.403 ms (0%)","0.368 ms (0%)","8,000"
"jdk.internal.loader.URLClassPath$JarLoader.checkResource (String, boolean, java.util.jar.JarEntry)","0.363 ms (0%)","0.360 ms (0%)","9.49 ms (0%)","4.66 ms (0%)","27"
"jdk.internal.loader.BuiltinClassLoader.loadClassOrNull (String, boolean)","0.358 ms (0%)","0.346 ms (0%)","42.3 ms (0%)","25.0 ms (0%)","65"
"json.JsonPureStringParser.isEndOfText ()","0.325 ms (0%)","0.314 ms (0%)","0.325 ms (0%)","0.314 ms (0%)","4,000"
"java.util.zip.ZipFile.getZipEntry (String, int)","0.316 ms (0%)","0.300 ms (0%)","0.915 ms (0%)","0.856 ms (0%)","27"
"sun.nio.cs.UTF_8$Encoder.encodeArrayLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.286 ms (0%)","0.280 ms (0%)","0.576 ms (0%)","0.561 ms (0%)","44"
"java.lang.AbstractStringBuilder.putStringAt (int, String)","4.44 ms (0%)","0.279 ms (0%)","5.56 ms (0%)","1.29 ms (0%)","561"
"java.util.jar.JarFile.getManifestFromReference ()","0.937 ms (0%)","0.255 ms (0%)","2.57 ms (0%)","1.23 ms (0%)","11"
"Run.lambda$getSuiteFromName$4 ()","1.60 ms (0%)","0.248 ms (0%)","1.60 ms (0%)","0.248 ms (0%)","1"
"java.util.concurrent.ConcurrentHashMap.transfer (java.util.concurrent.ConcurrentHashMap.Node[], java.util.concurrent.ConcurrentHashMap.Node[])","0.238 ms (0%)","0.231 ms (0%)","1.6 ms (0%)","0.693 ms (0%)","2"
"java.lang.String.indexOf (int, int)","0.235 ms (0%)","0.229 ms (0%)","0.659 ms (0%)","0.644 ms (0%)","461"
"java.lang.StringLatin1.indexOf (byte[], int, int)","0.221 ms (0%)","0.219 ms (0%)","0.346 ms (0%)","0.340 ms (0%)","461"
"java.io.PrintStream.println (String)","0.222 ms (0%)","0.218 ms (0%)","4.4 ms (0%)","3.87 ms (0%)","43"
"java.util.zip.ZipFile$Source.getEntryPos (String, boolean)","0.219 ms (0%)","0.217 ms (0%)","0.831 ms (0%)","0.803 ms (0%)","28"
"jdk.internal.loader.BuiltinClassLoader.defineClass (String, jdk.internal.loader.Resource)","0.243 ms (0%)","0.213 ms (0%)","25.2 ms (0%)","13.4 ms (0%)","27"
"java.lang.ClassLoader.checkName (String)","0.220 ms (0%)","0.212 ms (0%)","0.889 ms (0%)","0.871 ms (0%)","134"
"java.lang.String.getBytes (byte[], int, int, byte, int)","0.214 ms (0%)","0.211 ms (0%)","0.287 ms (0%)","0.270 ms (0%)","561"
"java.lang.AbstractStringBuilder.ensureCapacityInternal (int)","0.221 ms (0%)","0.210 ms (0%)","0.542 ms (0%)","0.516 ms (0%)","837"
"Run.measure (Benchmark)","0.208 ms (0%)","0.208 ms (0%)","131,207 ms (7.5%)","124,986 ms (7.5%)","40"
"java.lang.StringLatin1.lastIndexOf (byte[], int, int)","0.207 ms (0%)","0.207 ms (0%)","0.341 ms (0%)","0.285 ms (0%)","232"
"java.lang.StringConcatHelper.simpleConcat (Object, Object)","0.224 ms (0%)","0.202 ms (0%)","0.784 ms (0%)","0.752 ms (0%)","38"
"java.lang.String.lastIndexOf (int, int)","0.203 ms (0%)","0.198 ms (0%)","0.600 ms (0%)","0.530 ms (0%)","232"
"jdk.internal.misc.Unsafe.getReferenceAcquire (Object, long)","0.183 ms (0%)","0.195 ms (0%)","0.183 ms (0%)","0.195 ms (0%)","640"
"java.io.PrintStream.writeln (String)","0.211 ms (0%)","0.195 ms (0%)","3.79 ms (0%)","3.63 ms (0%)","43"
"json.JsonArray.isArray ()","0.198 ms (0%)","0.192 ms (0%)","0.198 ms (0%)","0.192 ms (0%)","4,000"
"java.lang.StringBuilder.append (String)","0.198 ms (0%)","0.186 ms (0%)","7.12 ms (0%)","2.59 ms (0%)","561"
"sun.net.www.protocol.jar.Handler.parseURL (java.net.URL, String, int, int)","0.190 ms (0%)","0.185 ms (0%)","7.10 ms (0%)","2.77 ms (0%)","27"
"java.lang.String.lastIndexOf (int)","0.187 ms (0%)","0.183 ms (0%)","0.881 ms (0%)","0.801 ms (0%)","205"
"sun.net.util.URLUtil.urlNoFragString (java.net.URL)","0.196 ms (0%)","0.183 ms (0%)","1.72 ms (0%)","1.37 ms (0%)","27"
"java.util.zip.ZipUtils.LG (byte[], int)","0.181 ms (0%)","0.177 ms (0%)","0.265 ms (0%)","0.256 ms (0%)","248"
"java.nio.CharBuffer.wrap (char[], int, int)","0.181 ms (0%)","0.176 ms (0%)","0.323 ms (0%)","0.310 ms (0%)","44"
"java.lang.String.startsWith (String, int)","0.180 ms (0%)","0.175 ms (0%)","0.328 ms (0%)","0.319 ms (0%)","114"
"json.JsonArray.asArray ()","0.186 ms (0%)","0.175 ms (0%)","0.186 ms (0%)","0.175 ms (0%)","4,000"
"java.util.zip.InflaterInputStream.read (byte[], int, int)","0.198 ms (0%)","0.174 ms (0%)","2.29 ms (0%)","2.15 ms (0%)","50"
"java.lang.ref.Cleaner.register (Object, Runnable)","0.173 ms (0%)","0.171 ms (0%)","0.341 ms (0%)","0.327 ms (0%)","33"
"java.lang.String.regionMatches (boolean, int, String, int, int)","0.169 ms (0%)","0.170 ms (0%)","5.16 ms (0%)","0.850 ms (0%)","81"
"java.lang.StringLatin1.regionMatchesCI (byte[], int, byte[], int, int)","0.248 ms (0%)","0.170 ms (0%)","4.83 ms (0%)","0.552 ms (0%)","81"
"java.util.concurrent.ConcurrentHashMap.computeIfAbsent (Object, java.util.function.Function)","0.169 ms (0%)","0.167 ms (0%)","0.726 ms (0%)","0.354 ms (0%)","47"
"java.io.BufferedWriter.write (String, int, int)","0.168 ms (0%)","0.166 ms (0%)","0.352 ms (0%)","0.344 ms (0%)","87"
"sun.net.www.ParseUtil.firstEncodeIndex (String)","0.308 ms (0%)","0.164 ms (0%)","0.819 ms (0%)","0.585 ms (0%)","27"
"Run.printTotal ()","0.155 ms (0%)","0.158 ms (0%)","0.233 ms (0%)","0.233 ms (0%)","1"
"jdk.internal.loader.Resource.getBytes ()","0.162 ms (0%)","0.157 ms (0%)","3.18 ms (0%)","2.98 ms (0%)","27"
"jdk.internal.loader.URLClassPath$JarLoader$2.getBytes ()","0.160 ms (0%)","0.155 ms (0%)","3.36 ms (0%)","3.15 ms (0%)","27"
"java.net.URLStreamHandler.toExternalForm (java.net.URL)","0.156 ms (0%)","0.155 ms (0%)","5.27 ms (0%)","1.12 ms (0%)","27"
"java.lang.StringConcatHelper.newArray (long)","0.154 ms (0%)","0.150 ms (0%)","0.231 ms (0%)","0.225 ms (0%)","107"
"java.io.RandomAccessFile.read (byte[], int, int)","0.150 ms (0%)","0.149 ms (0%)","0.150 ms (0%)","0.149 ms (0%)","56"
"java.lang.ClassLoader.definePackage (String, String, String, String, String, String, String, java.net.URL)","0.540 ms (0%)","0.139 ms (0%)","0.581 ms (0%)","0.181 ms (0%)","2"
"java.lang.AbstractStringBuilder.append (char)","0.161 ms (0%)","0.134 ms (0%)","0.237 ms (0%)","0.227 ms (0%)","218"
"java.lang.Class.getPackageName ()","0.142 ms (0%)","0.133 ms (0%)","0.388 ms (0%)","0.378 ms (0%)","43"
"java.util.WeakHashMap.remove (Object)","0.134 ms (0%)","0.131 ms (0%)","0.321 ms (0%)","0.308 ms (0%)","56"
"java.lang.Character.toLowerCase (int)","4.31 ms (0%)","0.129 ms (0%)","4.44 ms (0%)","0.252 ms (0%)","162"
"jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull (String)","0.135 ms (0%)","0.128 ms (0%)","38.1 ms (0%)","21.2 ms (0%)","27"
"java.lang.StringBuilder.toString ()","0.129 ms (0%)","0.128 ms (0%)","0.340 ms (0%)","0.325 ms (0%)","240"
"java.lang.StringConcatHelper.mix (long, String)","0.127 ms (0%)","0.123 ms (0%)","0.209 ms (0%)","0.208 ms (0%)","128"
"java.util.zip.ZipUtils.SH (byte[], int)","0.136 ms (0%)","0.123 ms (0%)","0.136 ms (0%)","0.123 ms (0%)","770"
"java.util.zip.ZipFile.getEntry (String)","0.127 ms (0%)","0.122 ms (0%)","1.88 ms (0%)","1.79 ms (0%)","27"
"java.lang.CharacterDataLatin1.toLowerCase (int)","0.135 ms (0%)","0.122 ms (0%)","0.200 ms (0%)","0.169 ms (0%)","270"
"java.util.Arrays.copyOf (byte[], int)","0.118 ms (0%)","0.121 ms (0%)","0.143 ms (0%)","0.145 ms (0%)","208"
"sun.net.www.protocol.jar.Handler.parseContextSpec (java.net.URL, String)","0.131 ms (0%)","0.120 ms (0%)","1.13 ms (0%)","1.2 ms (0%)","27"
"java.lang.ClassLoader.findLoadedClass (String)","0.117 ms (0%)","0.119 ms (0%)","0.642 ms (0%)","0.628 ms (0%)","65"
"java.util.WeakHashMap.put (Object, Object)","0.123 ms (0%)","0.119 ms (0%)","0.245 ms (0%)","0.233 ms (0%)","28"
"java.nio.charset.CharsetEncoder.encode (java.nio.CharBuffer, java.nio.ByteBuffer, boolean)","0.123 ms (0%)","0.118 ms (0%)","0.852 ms (0%)","0.823 ms (0%)","44"
"sun.nio.cs.StreamEncoder.writeBytes ()","0.124 ms (0%)","0.117 ms (0%)","1.25 ms (0%)","1.19 ms (0%)","44"
"sun.nio.cs.StreamEncoder.implWrite (java.nio.CharBuffer)","0.117 ms (0%)","0.115 ms (0%)","0.992 ms (0%)","0.959 ms (0%)","44"
"java.util.jar.Manifest.read (java.io.InputStream, String)","0.740 ms (0%)","0.114 ms (0%)","1.52 ms (0%)","0.871 ms (0%)","1"
"java.util.zip.ZipFile$ZipFileInputStream.initDataOffset ()","0.123 ms (0%)","0.113 ms (0%)","0.596 ms (0%)","0.511 ms (0%)","28"
"java.lang.Class.getName ()","0.118 ms (0%)","0.111 ms (0%)","0.118 ms (0%)","0.111 ms (0%)","319"
"java.lang.ClassLoader.checkCerts (String, java.security.CodeSource)","0.108 ms (0%)","0.106 ms (0%)","0.446 ms (0%)","0.385 ms (0%)","27"
"java.lang.String.indexOf (int)","0.104 ms (0%)","0.102 ms (0%)","0.517 ms (0%)","0.510 ms (0%)","153"
"java.util.zip.ZipFile$ZipFileInputStream.read (byte[], int, int)","0.109 ms (0%)","0.102 ms (0%)","1.2 ms (0%)","0.925 ms (0%)","28"
"sun.nio.cs.UTF_8$Encoder.encodeLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.108 ms (0%)","0.101 ms (0%)","0.711 ms (0%)","0.688 ms (0%)","44"
"java.io.Writer.write (String)","0.105 ms (0%)","0.097 ms (0%)","0.468 ms (0%)","0.451 ms (0%)","87"
"java.util.jar.JarFile.entryFor (String)","0.119 ms (0%)","0.096 ms (0%)","0.140 ms (0%)","0.116 ms (0%)","27"
"jdk.internal.util.ArraysSupport.newLength (int, int, int)","0.110 ms (0%)","0.096 ms (0%)","0.137 ms (0%)","0.123 ms (0%)","172"
"java.io.PrintStream.write (byte[], int, int)","0.099 ms (0%)","0.096 ms (0%)","1.2 ms (0%)","0.987 ms (0%)","44"
"jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass (String, boolean)","0.100 ms (0%)","0.095 ms (0%)","42.5 ms (0%)","25.2 ms (0%)","38"
"java.lang.StringLatin1.canEncode (int)","0.155 ms (0%)","0.095 ms (0%)","0.155 ms (0%)","0.095 ms (0%)","995"
"java.lang.ClassLoader.postDefineClass (Class, java.security.ProtectionDomain)","0.107 ms (0%)","0.095 ms (0%)","0.604 ms (0%)","0.580 ms (0%)","27"
"java.lang.StringConcatHelper.prepend (long, byte[], String)","0.099 ms (0%)","0.093 ms (0%)","0.250 ms (0%)","0.246 ms (0%)","163"
"java.util.zip.ZipFile$Source.readFullyAt (byte[], int, int, long)","0.159 ms (0%)","0.092 ms (0%)","0.382 ms (0%)","0.311 ms (0%)","28"
"java.util.ArrayList.add (Object)","0.098 ms (0%)","0.089 ms (0%)","0.273 ms (0%)","0.258 ms (0%)","120"
"java.lang.CharacterDataLatin1.toUpperCase (int)","0.104 ms (0%)","0.089 ms (0%)","0.138 ms (0%)","0.121 ms (0%)","166"
"java.lang.String.newStringUTF8NoRepl (byte[], int, int)","0.090 ms (0%)","0.088 ms (0%)","0.154 ms (0%)","0.151 ms (0%)","28"
"java.lang.String.toLowerCase ()","0.091 ms (0%)","0.088 ms (0%)","0.387 ms (0%)","0.335 ms (0%)","54"
"java.net.URLStreamHandler.setURL (java.net.URL, String, String, int, String, String, String, String, String)","0.091 ms (0%)","0.087 ms (0%)","0.386 ms (0%)","0.375 ms (0%)","27"
"java.util.concurrent.ConcurrentHashMap.putIfAbsent (Object, Object)","0.086 ms (0%)","0.086 ms (0%)","1.94 ms (0%)","1.55 ms (0%)","141"
"java.util.concurrent.ConcurrentHashMap.addCount (long, int)","0.087 ms (0%)","0.086 ms (0%)","1.16 ms (0%)","0.793 ms (0%)","170"
"java.lang.AbstractStringBuilder.newCapacity (int)","0.086 ms (0%)","0.085 ms (0%)","0.214 ms (0%)","0.198 ms (0%)","160"
"java.lang.String.getBytes (byte[], int, byte)","0.081 ms (0%)","0.084 ms (0%)","0.100 ms (0%)","0.103 ms (0%)","206"
"jdk.internal.loader.URLClassPath$JarLoader.getResource (String, boolean)","0.089 ms (0%)","0.084 ms (0%)","11.6 ms (0%)","6.69 ms (0%)","27"
"java.lang.String.startsWith (String)","0.099 ms (0%)","0.084 ms (0%)","0.436 ms (0%)","0.409 ms (0%)","114"
"java.lang.StringBuilder.append (char)","0.091 ms (0%)","0.083 ms (0%)","0.332 ms (0%)","0.313 ms (0%)","218"
"java.io.BufferedOutputStream.flushBuffer ()","0.091 ms (0%)","0.082 ms (0%)","0.822 ms (0%)","0.786 ms (0%)","88"
"jdk.internal.loader.BuiltinClassLoader.findLoadedModule (String)","0.082 ms (0%)","0.081 ms (0%)","0.709 ms (0%)","0.686 ms (0%)","65"
"java.lang.String.getChars (int, int, char[], int)","0.086 ms (0%)","0.081 ms (0%)","0.156 ms (0%)","0.152 ms (0%)","87"
"java.util.Objects.requireNonNull (Object)","0.098 ms (0%)","0.080 ms (0%)","0.098 ms (0%)","0.080 ms (0%)","1,196"
"java.util.zip.ZipFile$ZipFileInflaterInputStream.close ()","0.092 ms (0%)","0.080 ms (0%)","0.753 ms (0%)","0.700 ms (0%)","28"
"java.io.BufferedOutputStream.flush ()","0.081 ms (0%)","0.079 ms (0%)","0.908 ms (0%)","0.869 ms (0%)","88"
"java.lang.ClassLoader.preDefineClass (String, java.security.ProtectionDomain)","0.083 ms (0%)","0.078 ms (0%)","0.777 ms (0%)","0.690 ms (0%)","27"
"sun.nio.cs.StreamEncoder.implWrite (char[], int, int)","0.085 ms (0%)","0.078 ms (0%)","1.40 ms (0%)","1.34 ms (0%)","44"
"java.util.jar.Attributes.putValue (String, String)","0.086 ms (0%)","0.078 ms (0%)","0.529 ms (0%)","0.504 ms (0%)","3"
"java.lang.ClassLoader.getClassLoadingLock (String)","0.074 ms (0%)","0.075 ms (0%)","1.77 ms (0%)","1.39 ms (0%)","65"
"jdk.internal.ref.PhantomCleanable.clean ()","0.080 ms (0%)","0.075 ms (0%)","0.398 ms (0%)","0.377 ms (0%)","28"
"java.util.concurrent.ConcurrentHashMap.spread (int)","0.083 ms (0%)","0.074 ms (0%)","0.083 ms (0%)","0.074 ms (0%)","671"
"java.lang.String.replace (char, char)","0.058 ms (0%)","0.074 ms (0%)","0.200 ms (0%)","0.194 ms (0%)","58"
"java.lang.ref.ReferenceQueue.poll ()","0.089 ms (0%)","0.073 ms (0%)","0.100 ms (0%)","0.084 ms (0%)","523"
"java.util.jar.Attributes.read (java.util.jar.Manifest.FastInputStream, byte[], String, int)","0.073 ms (0%)","0.073 ms (0%)","0.772 ms (0%)","0.744 ms (0%)","1"
"java.util.concurrent.ConcurrentHashMap.replaceNode (Object, Object, Object)","0.071 ms (0%)","0.073 ms (0%)","0.135 ms (0%)","0.129 ms (0%)","56"
"java.io.BufferedWriter.flushBuffer ()","0.075 ms (0%)","0.071 ms (0%)","1.62 ms (0%)","1.56 ms (0%)","44"
"jdk.internal.loader.BuiltinClassLoader.definePackage (String, java.util.jar.Manifest, java.net.URL)","0.080 ms (0%)","0.071 ms (0%)","0.851 ms (0%)","0.434 ms (0%)","2"
"java.security.SecureClassLoader.getProtectionDomain (java.security.CodeSource)","0.072 ms (0%)","0.070 ms (0%)","0.707 ms (0%)","0.335 ms (0%)","27"
"sun.nio.cs.UTF_8.updatePositions (java.nio.Buffer, int, java.nio.Buffer, int)","0.068 ms (0%)","0.070 ms (0%)","0.141 ms (0%)","0.138 ms (0%)","44"
"sun.nio.cs.StreamEncoder.write (char[], int, int)","0.072 ms (0%)","0.069 ms (0%)","1.48 ms (0%)","1.43 ms (0%)","44"
"jdk.internal.loader.BuiltinClassLoader.loadClass (String, boolean)","0.071 ms (0%)","0.068 ms (0%)","42.4 ms (0%)","25.1 ms (0%)","38"
"jdk.internal.loader.URLClassPath.getLoader (int)","0.069 ms (0%)","0.068 ms (0%)","0.221 ms (0%)","0.170 ms (0%)","27"
"java.lang.Math.max (int, int)","0.078 ms (0%)","0.068 ms (0%)","0.078 ms (0%)","0.068 ms (0%)","601"
"java.io.RandomAccessFile.seek (long)","0.068 ms (0%)","0.068 ms (0%)","0.068 ms (0%)","0.068 ms (0%)","56"
"jdk.internal.loader.URLClassPath.getResource (String, boolean)","0.076 ms (0%)","0.067 ms (0%)","11.9 ms (0%)","6.93 ms (0%)","27"
