"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"deltablue.Planner.projectionTest (int)","6,119 ms (1.1%)","6,047 ms (1.1%)","2,263,666 ms (9%)","2,256,534 ms (9%)","300"
"deltablue.AbstractConstraint.addConstraint (deltablue.Planner)","5,911 ms (1.1%)","5,766 ms (1.1%)","198,553 ms (0.8%)","191,640 ms (0.8%)","54,001,800"
"deltablue.Strength.of (deltablue.Strength.Sym)","4,128 ms (0.7%)","3,960 ms (0.7%)","21,195 ms (0.1%)","20,446 ms (0.1%)","54,001,802"
"deltablue.AbstractConstraint.inputsKnown (int)","3,895 ms (0.7%)","3,751 ms (0.7%)","5,773 ms (0%)","5,531 ms (0%)","54,002,100"
"som.Dictionary.getBucket (int)","4,011 ms (0.7%)","3,712 ms (0.7%)","5,993 ms (0%)","5,615 ms (0%)","54,001,802"
"deltablue.Planner.constraintsConsuming (deltablue.Variable, som.ForEachInterface)","3,859 ms (0.7%)","3,688 ms (0.7%)","36,059 ms (0.1%)","34,990 ms (0.1%)","54,002,100"
"deltablue.Strength.stronger (deltablue.Strength)","3,678 ms (0.7%)","3,481 ms (0.7%)","3,678 ms (0%)","3,481 ms (0%)","108,003,300"
"deltablue.ScaleConstraint.addToGraph ()","2,936 ms (0.5%)","2,731 ms (0.5%)","10,741 ms (0%)","10,370 ms (0%)","18,000,000"
"deltablue.Variable.value (int)","2,673 ms (0.5%)","2,512 ms (0.5%)","3,850 ms (0%)","3,637 ms (0%)","36,000,600"
"deltablue.BinaryConstraint.inputsDo (som.ForEachInterface)","2,418 ms (0.4%)","2,294 ms (0.4%)","2,418 ms (0%)","2,294 ms (0%)","72,000,000"
"deltablue.BinaryConstraint.addToGraph ()","2,013 ms (0.4%)","1,916 ms (0.4%)","5,912 ms (0%)","5,643 ms (0%)","18,000,000"
"som.Dictionary.getBucketIdx (int)","1,981 ms (0.4%)","1,902 ms (0.4%)","1,981 ms (0%)","1,902 ms (0%)","54,001,826"
"deltablue.Strength.absoluteWeakest ()","2,061 ms (0.4%)","1,890 ms (0.4%)","2,061 ms (0%)","1,890 ms (0%)","53,942,399"
"deltablue.Planner.newMark ()","1,833 ms (0.3%)","1,823 ms (0.3%)","1,833 ms (0%)","1,823 ms (0%)","54,004,200"
"som.Dictionary.hash (som.Dictionary.CustomHash)","1,856 ms (0.3%)","1,802 ms (0.3%)","1,856 ms (0%)","1,802 ms (0%)","54,001,826"
"som.IdentityDictionary$IdEntry.match (int, Object)","1,882 ms (0.3%)","1,794 ms (0.3%)","1,882 ms (0%)","1,794 ms (0%)","54,001,802"
"deltablue.BinaryConstraint.inputsHasOne (som.TestInterface)","1,876 ms (0.3%)","1,779 ms (0.3%)","1,876 ms (0%)","1,779 ms (0%)","54,000,600"
"deltablue.BinaryConstraint.markUnsatisfied ()","1,725 ms (0.3%)","1,708 ms (0.3%)","1,725 ms (0%)","1,708 ms (0%)","54,000,600"
"deltablue.Planner.chainTest (int)","1,446 ms (0.3%)","1,455 ms (0.3%)","2,346,266 ms (9.3%)","2,335,851 ms (9.3%)","300"
"som.Vector.at (int)","1,333 ms (0.2%)","1,273 ms (0.2%)","1,333 ms (0%)","1,273 ms (0%)","35,999,400"
"deltablue.UnaryConstraint.recalculate ()","1,275 ms (0.2%)","1,214 ms (0.2%)","1,840 ms (0%)","1,746 ms (0%)","18,002,700"
"deltablue.UnaryConstraint.chooseMethod (int)","1,226 ms (0.2%)","1,201 ms (0.2%)","1,881 ms (0%)","1,827 ms (0%)","18,003,600"
"deltablue.UnaryConstraint.addToGraph ()","1,184 ms (0.2%)","1,117 ms (0.2%)","3,128 ms (0%)","3,012 ms (0%)","18,001,800"
"java.util.Arrays.setAll (Object[], java.util.function.IntFunction)","1,189 ms (0.2%)","1,075 ms (0.2%)","2,087 ms (0%)","1,853 ms (0%)","300"
"deltablue.ScaleConstraint.inputsDo (som.ForEachInterface)","599 ms (0.1%)","590 ms (0.1%)","599 ms (0%)","590 ms (0%)","18,000,600"
"deltablue.AbstractConstraint.isInput ()","564 ms (0.1%)","531 ms (0.1%)","564 ms (0%)","531 ms (0%)","18,001,200"
"java.util.Arrays.copyOf (Object[], int)","188 ms (0%)","163 ms (0%)","226 ms (0%)","188 ms (0%)","58,582"
"som.Vector.remove (Object)","42.7 ms (0%)","33.1 ms (0%)","495 ms (0%)","483 ms (0%)","3,000"
"java.util.Arrays.copyOf (Object[], int, Class)","37.4 ms (0%)","24.3 ms (0%)","37.7 ms (0%)","24.6 ms (0%)","5,373"
"deltablue.Plan.execute ()","14.6 ms (0%)","14.3 ms (0%)","172,731 ms (0.7%)","167,467 ms (0.7%)","42,000"
"deltablue.Planner.change (deltablue.Variable, int)","9.6 ms (0%)","9.5 ms (0%)","139,465 ms (0.6%)","135,135 ms (0.5%)","1,200"
"java.lang.String.charAt (int)","8.72 ms (0%)","8.32 ms (0%)","14.3 ms (0%)","13.7 ms (0%)","28,093"
"Run.printResult (long)","7.31 ms (0%)","7.33 ms (0%)","32.3 ms (0%)","31.3 ms (0%)","300"
"Run.reportBenchmark ()","6.71 ms (0%)","6.74 ms (0%)","12.2 ms (0%)","11.9 ms (0%)","1"
"deltablue.Planner.incrementalRemove (deltablue.AbstractConstraint)","6.27 ms (0%)","6.29 ms (0%)","93,516 ms (0.4%)","90,740 ms (0.4%)","1,500"
"deltablue.Planner.extractPlanFromConstraints (som.Vector)","5.98 ms (0%)","5.97 ms (0%)","49,930 ms (0.2%)","48,298 ms (0.2%)","1,500"
"java.io.FileOutputStream.write (byte[], int, int)","7.29 ms (0%)","4.93 ms (0%)","7.35 ms (0%)","4.98 ms (0%)","304"
"java.lang.ClassLoader.defineClass (String, byte[], int, int, java.security.ProtectionDomain)","3.21 ms (0%)","3.3 ms (0%)","8.46 ms (0%)","8.17 ms (0%)","38"
"java.lang.String.isLatin1 ()","2.95 ms (0%)","2.84 ms (0%)","2.95 ms (0%)","2.84 ms (0%)","31,825"
"java.lang.StringLatin1.charAt (byte[], int)","2.82 ms (0%)","2.68 ms (0%)","2.82 ms (0%)","2.68 ms (0%)","28,093"
"Run.measure (Benchmark)","2.44 ms (0%)","2.45 ms (0%)","4,609,975 ms (18.3%)","4,592,426 ms (18.4%)","300"
"sun.nio.cs.UTF_8$Encoder.encodeArrayLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","2.0 ms (0%)","2.1 ms (0%)","3.63 ms (0%)","3.61 ms (0%)","304"
"deltablue.AbstractConstraint.destroyConstraint (deltablue.Planner)","1.80 ms (0%)","1.80 ms (0%)","93,767 ms (0.4%)","90,981 ms (0.4%)","1,500"
"deltablue.Strength.createStrengthConstants ()","1.79 ms (0%)","1.79 ms (0%)","4.93 ms (0%)","4.88 ms (0%)","1"
"java.io.PrintStream.println (String)","1.58 ms (0%)","1.59 ms (0%)","26.0 ms (0%)","23.5 ms (0%)","303"
"java.lang.String.length ()","1.54 ms (0%)","1.46 ms (0%)","2.37 ms (0%)","2.27 ms (0%)","9,031"
"DeltaBlue.innerBenchmarkLoop (int)","1.46 ms (0%)","1.45 ms (0%)","4,609,940 ms (18.3%)","4,592,393 ms (18.4%)","300"
"som.Vector.sort (java.util.Comparator)","1.34 ms (0%)","1.34 ms (0%)","1.83 ms (0%)","1.81 ms (0%)","1,500"
"java.nio.CharBuffer.wrap (char[], int, int)","1.31 ms (0%)","1.33 ms (0%)","2.3 ms (0%)","2.1 ms (0%)","304"
"java.util.concurrent.ConcurrentHashMap.get (Object)","1.25 ms (0%)","1.28 ms (0%)","2.2 ms (0%)","2.0 ms (0%)","761"
"java.io.PrintStream.writeln (String)","1.11 ms (0%)","1.10 ms (0%)","24.2 ms (0%)","21.7 ms (0%)","303"
"java.util.zip.Inflater.inflate (byte[], int, int)","1.1 ms (0%)","1.0 ms (0%)","1.20 ms (0%)","1.18 ms (0%)","107"
"deltablue.UnaryConstraint.removeFromGraph ()","0.975 ms (0%)","0.971 ms (0%)","496 ms (0%)","485 ms (0%)","3,000"
"deltablue.Variable.removeConstraint (deltablue.AbstractConstraint)","0.960 ms (0%)","0.942 ms (0%)","496 ms (0%)","484 ms (0%)","3,000"
"java.lang.String.coder ()","0.907 ms (0%)","0.851 ms (0%)","0.907 ms (0%)","0.851 ms (0%)","13,295"
"java.io.BufferedWriter.write (String, int, int)","0.793 ms (0%)","0.796 ms (0%)","1.88 ms (0%)","1.87 ms (0%)","607"
"java.lang.String.hashCode ()","0.820 ms (0%)","0.752 ms (0%)","1.16 ms (0%)","1.7 ms (0%)","4,390"
"java.nio.charset.CharsetEncoder.encode (java.nio.CharBuffer, java.nio.ByteBuffer, boolean)","0.745 ms (0%)","0.743 ms (0%)","5.15 ms (0%)","5.9 ms (0%)","304"
"java.lang.AbstractStringBuilder.append (String)","0.740 ms (0%)","0.719 ms (0%)","4.54 ms (0%)","4.46 ms (0%)","1,046"
"java.lang.AbstractStringBuilder.putStringAt (int, String, int, int)","0.709 ms (0%)","0.700 ms (0%)","1.51 ms (0%)","1.49 ms (0%)","1,046"
"sun.nio.cs.StreamEncoder.implWrite (java.nio.CharBuffer)","0.693 ms (0%)","0.690 ms (0%)","5.97 ms (0%)","5.91 ms (0%)","304"
"Run.getSuiteFromName (String)","0.691 ms (0%)","0.681 ms (0%)","1.71 ms (0%)","1.63 ms (0%)","1"
"java.io.BufferedOutputStream.flushBuffer ()","0.698 ms (0%)","0.670 ms (0%)","8.5 ms (0%)","5.65 ms (0%)","608"
"sun.nio.cs.StreamEncoder.writeBytes ()","0.667 ms (0%)","0.668 ms (0%)","9.96 ms (0%)","7.55 ms (0%)","304"
"java.util.concurrent.ConcurrentHashMap.putVal (Object, Object, boolean)","0.629 ms (0%)","0.623 ms (0%)","1.30 ms (0%)","1.28 ms (0%)","245"
"java.lang.ClassLoader.findBootstrapClassOrNull (String)","0.579 ms (0%)","0.580 ms (0%)","0.789 ms (0%)","0.791 ms (0%)","52"
"java.io.PrintStream.write (byte[], int, int)","0.570 ms (0%)","0.571 ms (0%)","8.79 ms (0%)","6.39 ms (0%)","304"
"java.util.zip.ZipFile.getInputStream (java.util.zip.ZipEntry)","0.524 ms (0%)","0.516 ms (0%)","1.86 ms (0%)","1.81 ms (0%)","39"
"java.lang.String.getChars (int, int, char[], int)","0.507 ms (0%)","0.512 ms (0%)","0.963 ms (0%)","0.953 ms (0%)","607"
"sun.nio.cs.StreamEncoder.implWrite (char[], int, int)","0.509 ms (0%)","0.505 ms (0%)","8.52 ms (0%)","8.43 ms (0%)","304"
"java.lang.String.substring (int, int)","0.498 ms (0%)","0.490 ms (0%)","1.45 ms (0%)","1.42 ms (0%)","712"
"sun.nio.cs.UTF_8$Encoder.encodeLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.495 ms (0%)","0.490 ms (0%)","4.31 ms (0%)","4.27 ms (0%)","304"
"sun.nio.cs.StreamEncoder.write (char[], int, int)","0.479 ms (0%)","0.484 ms (0%)","9.7 ms (0%)","8.99 ms (0%)","304"
"jdk.internal.loader.URLClassPath$JarLoader.checkResource (String, boolean, java.util.jar.JarEntry)","0.488 ms (0%)","0.477 ms (0%)","6.7 ms (0%)","5.90 ms (0%)","38"
"java.util.Arrays.copyOfRange (byte[], int, int)","0.479 ms (0%)","0.470 ms (0%)","0.620 ms (0%)","0.601 ms (0%)","1,201"
"java.io.BufferedWriter.flushBuffer ()","0.468 ms (0%)","0.456 ms (0%)","9.87 ms (0%)","9.77 ms (0%)","304"
"java.lang.AbstractStringBuilder.ensureCapacityInternal (int)","0.484 ms (0%)","0.449 ms (0%)","1.15 ms (0%)","1.11 ms (0%)","1,760"
"sun.nio.cs.UTF_8.updatePositions (java.nio.Buffer, int, java.nio.Buffer, int)","0.441 ms (0%)","0.440 ms (0%)","0.894 ms (0%)","0.883 ms (0%)","304"
"java.lang.AbstractStringBuilder.putStringAt (int, String)","0.439 ms (0%)","0.427 ms (0%)","2.33 ms (0%)","2.29 ms (0%)","1,046"
"java.lang.StringLatin1.indexOf (byte[], int, int)","0.422 ms (0%)","0.414 ms (0%)","0.747 ms (0%)","0.729 ms (0%)","923"
"Run.runBenchmark ()","0.420 ms (0%)","0.412 ms (0%)","4,609,991 ms (18.3%)","4,592,440 ms (18.4%)","1"
"java.lang.StringLatin1.replace (byte[], char, char)","0.416 ms (0%)","0.409 ms (0%)","0.875 ms (0%)","0.864 ms (0%)","308"
"java.lang.StringLatin1.newString (byte[], int, int)","0.387 ms (0%)","0.384 ms (0%)","1.0 ms (0%)","0.981 ms (0%)","1,156"
"java.lang.String.getBytes (byte[], int, int, byte, int)","0.392 ms (0%)","0.384 ms (0%)","0.506 ms (0%)","0.495 ms (0%)","1,046"
"java.lang.StringConcatHelper.newArray (long)","0.388 ms (0%)","0.382 ms (0%)","0.784 ms (0%)","0.774 ms (0%)","628"
"java.lang.Math.min (int, int)","0.487 ms (0%)","0.373 ms (0%)","0.487 ms (0%)","0.373 ms (0%)","7,346"
"java.lang.String.indexOf (int, int)","0.389 ms (0%)","0.372 ms (0%)","1.31 ms (0%)","1.27 ms (0%)","923"
"jdk.internal.loader.BuiltinClassLoader.loadClassOrNull (String, boolean)","0.367 ms (0%)","0.355 ms (0%)","33.3 ms (0%)","32.1 ms (0%)","86"
"java.util.zip.ZipFile.getZipEntry (String, int)","0.353 ms (0%)","0.343 ms (0%)","1.2 ms (0%)","0.993 ms (0%)","38"
"java.util.concurrent.ConcurrentHashMap.tabAt (java.util.concurrent.ConcurrentHashMap.Node[], int)","0.345 ms (0%)","0.337 ms (0%)","0.501 ms (0%)","0.485 ms (0%)","1,331"
"java.lang.AbstractStringBuilder.append (char)","0.361 ms (0%)","0.337 ms (0%)","0.630 ms (0%)","0.583 ms (0%)","586"
"java.lang.ref.Cleaner.register (Object, Runnable)","0.335 ms (0%)","0.335 ms (0%)","0.639 ms (0%)","0.630 ms (0%)","71"
"java.lang.String.equals (Object)","0.344 ms (0%)","0.325 ms (0%)","0.488 ms (0%)","0.467 ms (0%)","1,587"
"java.io.Writer.write (String)","0.313 ms (0%)","0.314 ms (0%)","2.27 ms (0%)","2.25 ms (0%)","607"
"java.io.OutputStreamWriter.write (char[], int, int)","0.315 ms (0%)","0.309 ms (0%)","9.38 ms (0%)","9.30 ms (0%)","304"
"java.lang.StringConcatHelper.simpleConcat (Object, Object)","0.314 ms (0%)","0.296 ms (0%)","1.16 ms (0%)","1.13 ms (0%)","60"
"java.lang.StringConcatHelper.mix (long, String)","0.299 ms (0%)","0.291 ms (0%)","0.564 ms (0%)","0.524 ms (0%)","432"
"java.util.Arrays.copyOf (byte[], int)","0.296 ms (0%)","0.290 ms (0%)","0.351 ms (0%)","0.340 ms (0%)","398"
"java.lang.StringBuilder.append (String)","0.301 ms (0%)","0.282 ms (0%)","4.87 ms (0%)","4.78 ms (0%)","1,046"
"sun.nio.cs.StreamEncoder.flushBuffer ()","0.279 ms (0%)","0.282 ms (0%)","10.4 ms (0%)","8.2 ms (0%)","304"
"java.io.RandomAccessFile.read (byte[], int, int)","0.280 ms (0%)","0.281 ms (0%)","0.280 ms (0%)","0.281 ms (0%)","78"
"deltablue.Strength.createStrengthTable ()","0.287 ms (0%)","0.279 ms (0%)","3.93 ms (0%)","3.90 ms (0%)","1"
"jdk.internal.loader.BuiltinClassLoader.defineClass (String, jdk.internal.loader.Resource)","0.295 ms (0%)","0.277 ms (0%)","20.2 ms (0%)","19.5 ms (0%)","38"
"java.lang.StringCoding.implEncodeAsciiArray (char[], int, byte[], int, int)","0.285 ms (0%)","0.276 ms (0%)","0.285 ms (0%)","0.276 ms (0%)","304"
"java.lang.System$2.encodeASCII (char[], int, byte[], int, int)","0.272 ms (0%)","0.273 ms (0%)","0.559 ms (0%)","0.550 ms (0%)","304"
"java.util.zip.ZipFile$Source.getEntryPos (String, boolean)","0.290 ms (0%)","0.268 ms (0%)","1.12 ms (0%)","1.6 ms (0%)","39"
"java.io.BufferedWriter.newLine ()","0.274 ms (0%)","0.264 ms (0%)","0.841 ms (0%)","0.826 ms (0%)","304"
"som.Vector.capacity ()","0.274 ms (0%)","0.261 ms (0%)","0.274 ms (0%)","0.261 ms (0%)","3,000"
"java.lang.StringLatin1.lastIndexOf (byte[], int, int)","0.245 ms (0%)","0.250 ms (0%)","0.344 ms (0%)","0.342 ms (0%)","368"
"Harness.processArguments (String[])","0.294 ms (0%)","0.249 ms (0%)","13.4 ms (0%)","12.5 ms (0%)","1"
"java.util.Objects.requireNonNull (Object)","0.304 ms (0%)","0.249 ms (0%)","0.304 ms (0%)","0.249 ms (0%)","2,537"
"jdk.internal.misc.Unsafe.allocateUninitializedArray (Class, int)","0.249 ms (0%)","0.244 ms (0%)","0.363 ms (0%)","0.357 ms (0%)","628"
"java.lang.Class.getPackageName ()","0.242 ms (0%)","0.242 ms (0%)","0.685 ms (0%)","0.680 ms (0%)","195"
"Run.doRuns (Benchmark)","0.235 ms (0%)","0.241 ms (0%)","4,609,975 ms (18.3%)","4,592,427 ms (18.4%)","1"
"java.util.zip.InflaterInputStream.read (byte[], int, int)","0.255 ms (0%)","0.240 ms (0%)","3.10 ms (0%)","3.2 ms (0%)","68"
"som.Vector.sort (int, int, java.util.Comparator)","0.247 ms (0%)","0.240 ms (0%)","0.247 ms (0%)","0.240 ms (0%)","900"
"java.lang.String.replace (char, char)","0.391 ms (0%)","0.236 ms (0%)","1.34 ms (0%)","1.17 ms (0%)","308"
"som.Vector.size ()","0.246 ms (0%)","0.233 ms (0%)","0.246 ms (0%)","0.233 ms (0%)","1,500"
"java.lang.Class.getClassLoader ()","0.250 ms (0%)","0.232 ms (0%)","0.384 ms (0%)","0.363 ms (0%)","584"
"java.nio.ByteBuffer.position (int)","0.232 ms (0%)","0.232 ms (0%)","0.272 ms (0%)","0.269 ms (0%)","304"
"java.nio.CharBuffer.limit (int)","0.241 ms (0%)","0.232 ms (0%)","0.454 ms (0%)","0.426 ms (0%)","304"
"jdk.internal.loader.URLClassPath$JarLoader$2.getBytes ()","0.238 ms (0%)","0.230 ms (0%)","4.41 ms (0%)","4.27 ms (0%)","38"
"java.lang.StringBuilder.toString ()","0.230 ms (0%)","0.228 ms (0%)","0.839 ms (0%)","0.817 ms (0%)","538"
"java.lang.String.getBytes (byte[], int, byte)","0.223 ms (0%)","0.222 ms (0%)","0.287 ms (0%)","0.283 ms (0%)","1,030"
"sun.net.www.ParseUtil.firstEncodeIndex (String)","0.213 ms (0%)","0.220 ms (0%)","0.861 ms (0%)","0.851 ms (0%)","38"
"java.nio.CharBuffer.position (int)","0.209 ms (0%)","0.217 ms (0%)","0.400 ms (0%)","0.393 ms (0%)","608"
"java.lang.String.startsWith (String, int)","0.238 ms (0%)","0.215 ms (0%)","0.436 ms (0%)","0.407 ms (0%)","207"
"java.lang.ClassLoader.checkName (String)","0.209 ms (0%)","0.212 ms (0%)","0.989 ms (0%)","0.953 ms (0%)","176"
"sun.net.www.protocol.jar.Handler.parseURL (java.net.URL, String, int, int)","0.227 ms (0%)","0.212 ms (0%)","3.56 ms (0%)","3.43 ms (0%)","38"
"java.lang.StringLatin1.regionMatchesCI (byte[], int, byte[], int, int)","0.219 ms (0%)","0.209 ms (0%)","0.792 ms (0%)","0.775 ms (0%)","114"
"java.lang.String.valueOf (Object)","0.211 ms (0%)","0.201 ms (0%)","0.211 ms (0%)","0.201 ms (0%)","303"
"sun.net.util.URLUtil.urlNoFragString (java.net.URL)","0.201 ms (0%)","0.199 ms (0%)","1.57 ms (0%)","1.54 ms (0%)","38"
"java.lang.StringConcatHelper.prepend (long, byte[], String)","0.208 ms (0%)","0.197 ms (0%)","0.539 ms (0%)","0.521 ms (0%)","727"
"java.lang.String.regionMatches (boolean, int, String, int, int)","0.191 ms (0%)","0.194 ms (0%)","1.15 ms (0%)","1.12 ms (0%)","114"
"java.lang.String.lastIndexOf (int, int)","0.188 ms (0%)","0.191 ms (0%)","0.646 ms (0%)","0.632 ms (0%)","368"
"jdk.internal.loader.Resource.getBytes ()","0.198 ms (0%)","0.190 ms (0%)","4.15 ms (0%)","4.2 ms (0%)","38"
"java.util.concurrent.ConcurrentHashMap.computeIfAbsent (Object, java.util.function.Function)","0.190 ms (0%)","0.188 ms (0%)","0.481 ms (0%)","0.474 ms (0%)","58"
"java.util.jar.Attributes.read (java.util.jar.Manifest.FastInputStream, byte[], String, int)","0.214 ms (0%)","0.188 ms (0%)","1.15 ms (0%)","1.7 ms (0%)","1"
"java.util.WeakHashMap.put (Object, Object)","0.190 ms (0%)","0.186 ms (0%)","0.355 ms (0%)","0.343 ms (0%)","39"
"java.lang.StringLatin1.getChars (byte[], int, int, char[], int)","0.191 ms (0%)","0.186 ms (0%)","0.275 ms (0%)","0.271 ms (0%)","607"
"java.nio.ByteBuffer.clear ()","0.188 ms (0%)","0.186 ms (0%)","0.231 ms (0%)","0.225 ms (0%)","304"
"deltablue.Strength.sameAs (deltablue.Strength)","0.188 ms (0%)","0.186 ms (0%)","0.188 ms (0%)","0.186 ms (0%)","900"
"java.lang.Class.getName ()","0.207 ms (0%)","0.184 ms (0%)","0.207 ms (0%)","0.184 ms (0%)","625"
"java.util.concurrent.ConcurrentHashMap.addCount (long, int)","0.191 ms (0%)","0.183 ms (0%)","0.221 ms (0%)","0.213 ms (0%)","275"
"java.nio.ByteBuffer.flip ()","0.168 ms (0%)","0.173 ms (0%)","0.220 ms (0%)","0.216 ms (0%)","304"
"java.lang.System.getSecurityManager ()","0.174 ms (0%)","0.171 ms (0%)","0.259 ms (0%)","0.255 ms (0%)","551"
"java.nio.CharBuffer.limit (int)","0.188 ms (0%)","0.171 ms (0%)","0.210 ms (0%)","0.193 ms (0%)","304"
"java.lang.CharacterDataLatin1.toLowerCase (int)","0.169 ms (0%)","0.169 ms (0%)","0.238 ms (0%)","0.233 ms (0%)","380"
"deltablue.EditConstraint.isInput ()","0.193 ms (0%)","0.167 ms (0%)","0.193 ms (0%)","0.167 ms (0%)","3,000"
"java.lang.String.lastIndexOf (int)","0.169 ms (0%)","0.166 ms (0%)","0.969 ms (0%)","0.951 ms (0%)","330"
"java.lang.StringLatin1.canEncode (int)","0.173 ms (0%)","0.166 ms (0%)","0.173 ms (0%)","0.166 ms (0%)","2,450"
"java.lang.StringLatin1.hashCode (byte[])","0.165 ms (0%)","0.164 ms (0%)","0.165 ms (0%)","0.164 ms (0%)","832"
"Run.lambda$getSuiteFromName$2 ()","0.171 ms (0%)","0.163 ms (0%)","0.217 ms (0%)","0.209 ms (0%)","1"
"deltablue.UnaryConstraint.markUnsatisfied ()","0.174 ms (0%)","0.163 ms (0%)","0.174 ms (0%)","0.163 ms (0%)","2,400"
"java.lang.StringBuilder.append (char)","0.169 ms (0%)","0.162 ms (0%)","0.816 ms (0%)","0.763 ms (0%)","586"
"java.net.URLStreamHandler.toExternalForm (java.net.URL)","0.160 ms (0%)","0.162 ms (0%)","1.21 ms (0%)","1.19 ms (0%)","38"
"java.lang.Character.toLowerCase (int)","0.160 ms (0%)","0.161 ms (0%)","0.364 ms (0%)","0.359 ms (0%)","228"
"java.io.OutputStreamWriter.flushBuffer ()","0.163 ms (0%)","0.161 ms (0%)","10.6 ms (0%)","8.19 ms (0%)","304"
"sun.nio.cs.StreamEncoder.implFlushBuffer ()","0.164 ms (0%)","0.160 ms (0%)","10.1 ms (0%)","7.71 ms (0%)","304"
"java.lang.ClassLoader.findLoadedClass (String)","0.157 ms (0%)","0.157 ms (0%)","0.769 ms (0%)","0.736 ms (0%)","86"
"java.lang.AbstractStringBuilder.append (int)","0.159 ms (0%)","0.157 ms (0%)","0.296 ms (0%)","0.295 ms (0%)","122"
"Run.printTotal ()","0.151 ms (0%)","0.153 ms (0%)","0.232 ms (0%)","0.232 ms (0%)","1"
"jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull (String)","0.163 ms (0%)","0.152 ms (0%)","29.8 ms (0%)","28.7 ms (0%)","38"
"java.lang.StringLatin1.indexOfChar (byte[], int, int, int)","0.161 ms (0%)","0.151 ms (0%)","0.161 ms (0%)","0.151 ms (0%)","868"
