"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"jdk.internal.loader.BuiltinClassLoader.loadClassOrNull (String, boolean)","0.221 ms (0%)","0.203 ms (0%)","14.7 ms (0%)","14.0 ms (0%)","42"
"java.lang.AbstractStringBuilder.putStringAt (int, String)","0.201 ms (0%)","0.195 ms (0%)","1.0 ms (0%)","0.989 ms (0%)","440"
"java.lang.AbstractStringBuilder.ensureCapacityInternal (int)","0.206 ms (0%)","0.193 ms (0%)","0.418 ms (0%)","0.397 ms (0%)","705"
"java.lang.String.getBytes (byte[], int, int, byte, int)","0.189 ms (0%)","0.192 ms (0%)","0.239 ms (0%)","0.240 ms (0%)","440"
"java.io.BufferedWriter.write (String, int, int)","0.196 ms (0%)","0.190 ms (0%)","0.445 ms (0%)","0.418 ms (0%)","87"
"java.util.Objects.requireNonNull (Object)","0.203 ms (0%)","0.184 ms (0%)","0.203 ms (0%)","0.184 ms (0%)","1,163"
"java.util.concurrent.ConcurrentHashMap.setTabAt (java.util.concurrent.ConcurrentHashMap.Node[], int, java.util.concurrent.ConcurrentHashMap.Node)","0.188 ms (0%)","0.182 ms (0%)","0.284 ms (0%)","0.278 ms (0%)","464"
"java.lang.String.indexOf (int, int)","0.173 ms (0%)","0.170 ms (0%)","0.506 ms (0%)","0.476 ms (0%)","393"
"sun.nio.cs.StreamEncoder.implWrite (java.nio.CharBuffer)","0.174 ms (0%)","0.170 ms (0%)","1.43 ms (0%)","1.37 ms (0%)","44"
"java.util.zip.ZipFile.getZipEntry (String, int)","0.175 ms (0%)","0.168 ms (0%)","0.467 ms (0%)","0.454 ms (0%)","16"
"java.lang.StringBuilder.append (String)","0.172 ms (0%)","0.158 ms (0%)","1.99 ms (0%)","1.94 ms (0%)","440"
"java.io.BufferedOutputStream.flushBuffer ()","0.164 ms (0%)","0.157 ms (0%)","1.0 ms (0%)","0.971 ms (0%)","88"
"java.util.Arrays.copyOf (Object[], int, Class)","0.161 ms (0%)","0.153 ms (0%)","0.223 ms (0%)","0.216 ms (0%)","312"
"sun.nio.cs.UTF_8$Encoder.encodeLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.163 ms (0%)","0.153 ms (0%)","1.5 ms (0%)","1.0 ms (0%)","44"
"java.lang.StringLatin1.indexOf (byte[], int, int)","0.170 ms (0%)","0.152 ms (0%)","0.255 ms (0%)","0.236 ms (0%)","393"
"java.lang.ClassLoader.checkName (String)","0.158 ms (0%)","0.150 ms (0%)","0.684 ms (0%)","0.644 ms (0%)","88"
"java.lang.String.substring (int, int)","0.155 ms (0%)","0.149 ms (0%)","0.393 ms (0%)","0.387 ms (0%)","289"
"Run.printTotal ()","0.143 ms (0%)","0.146 ms (0%)","0.239 ms (0%)","0.239 ms (0%)","1"
"java.lang.String.equals (Object)","0.157 ms (0%)","0.141 ms (0%)","0.199 ms (0%)","0.183 ms (0%)","742"
"sun.nio.cs.StreamEncoder.writeBytes ()","0.149 ms (0%)","0.141 ms (0%)","1.53 ms (0%)","1.47 ms (0%)","44"
"java.lang.StringLatin1.newString (byte[], int, int)","0.145 ms (0%)","0.139 ms (0%)","0.273 ms (0%)","0.263 ms (0%)","478"
"java.nio.charset.CharsetEncoder.encode (java.nio.CharBuffer, java.nio.ByteBuffer, boolean)","0.147 ms (0%)","0.139 ms (0%)","1.22 ms (0%)","1.17 ms (0%)","44"
"java.lang.ref.ReferenceQueue.poll ()","0.152 ms (0%)","0.132 ms (0%)","0.167 ms (0%)","0.147 ms (0%)","480"
"java.lang.ref.Cleaner.register (Object, Runnable)","0.137 ms (0%)","0.131 ms (0%)","0.271 ms (0%)","0.258 ms (0%)","21"
"java.util.concurrent.ConcurrentHashMap.addCount (long, int)","0.135 ms (0%)","0.127 ms (0%)","1.18 ms (0%)","1.16 ms (0%)","137"
"java.util.Arrays.copyOfRange (byte[], int, int)","0.133 ms (0%)","0.127 ms (0%)","0.149 ms (0%)","0.140 ms (0%)","494"
"java.lang.AbstractStringBuilder.append (char)","0.125 ms (0%)","0.125 ms (0%)","0.220 ms (0%)","0.214 ms (0%)","207"
"java.io.PrintStream.write (byte[], int, int)","0.132 ms (0%)","0.125 ms (0%)","1.24 ms (0%)","1.20 ms (0%)","44"
"sun.nio.cs.UTF_8.updatePositions (java.nio.Buffer, int, java.nio.Buffer, int)","0.124 ms (0%)","0.123 ms (0%)","0.280 ms (0%)","0.270 ms (0%)","44"
"java.util.concurrent.ConcurrentHashMap.spread (int)","0.131 ms (0%)","0.122 ms (0%)","0.131 ms (0%)","0.122 ms (0%)","563"
"java.lang.StringLatin1.lastIndexOf (byte[], int, int)","0.120 ms (0%)","0.122 ms (0%)","0.172 ms (0%)","0.158 ms (0%)","143"
"java.util.zip.ZipFile$Source.getEntryPos (String, boolean)","0.130 ms (0%)","0.118 ms (0%)","0.516 ms (0%)","0.480 ms (0%)","16"
"jdk.internal.loader.BuiltinClassLoader.defineClass (String, jdk.internal.loader.Resource)","0.133 ms (0%)","0.116 ms (0%)","6.92 ms (0%)","6.58 ms (0%)","16"
"sun.net.www.protocol.jar.Handler.parseURL (java.net.URL, String, int, int)","0.125 ms (0%)","0.112 ms (0%)","1.74 ms (0%)","1.65 ms (0%)","16"
"sun.net.util.URLUtil.urlNoFragString (java.net.URL)","0.116 ms (0%)","0.111 ms (0%)","0.789 ms (0%)","0.760 ms (0%)","16"
"java.lang.StringBuilder.toString ()","0.119 ms (0%)","0.110 ms (0%)","0.341 ms (0%)","0.322 ms (0%)","207"
"sun.nio.cs.StreamEncoder.implWrite (char[], int, int)","0.119 ms (0%)","0.110 ms (0%)","2.1 ms (0%)","1.92 ms (0%)","44"
"jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull (String)","0.113 ms (0%)","0.105 ms (0%)","11.6 ms (0%)","11.1 ms (0%)","16"
"java.util.concurrent.ConcurrentHashMap.computeIfAbsent (Object, java.util.function.Function)","0.104 ms (0%)","0.104 ms (0%)","0.337 ms (0%)","0.335 ms (0%)","36"
"java.util.concurrent.ConcurrentHashMap.replaceNode (Object, Object, Object)","0.103 ms (0%)","0.099 ms (0%)","0.197 ms (0%)","0.189 ms (0%)","49"
"java.lang.String.indexOf (int)","0.100 ms (0%)","0.098 ms (0%)","0.428 ms (0%)","0.397 ms (0%)","107"
"java.lang.String.lastIndexOf (int, int)","0.101 ms (0%)","0.098 ms (0%)","0.299 ms (0%)","0.281 ms (0%)","143"
"java.io.Writer.write (String)","0.101 ms (0%)","0.098 ms (0%)","0.575 ms (0%)","0.544 ms (0%)","87"
"sun.nio.cs.StreamEncoder.write (char[], int, int)","0.099 ms (0%)","0.095 ms (0%)","2.13 ms (0%)","2.4 ms (0%)","44"
"jdk.internal.loader.Resource.getBytes ()","0.101 ms (0%)","0.094 ms (0%)","2.8 ms (0%)","1.98 ms (0%)","16"
"java.util.zip.InflaterInputStream.read (byte[], int, int)","0.106 ms (0%)","0.094 ms (0%)","1.29 ms (0%)","1.23 ms (0%)","31"
"java.net.URLStreamHandler.toExternalForm (java.net.URL)","0.096 ms (0%)","0.094 ms (0%)","0.548 ms (0%)","0.535 ms (0%)","16"
"java.lang.StringLatin1.regionMatchesCI (byte[], int, byte[], int, int)","0.106 ms (0%)","0.092 ms (0%)","0.354 ms (0%)","0.339 ms (0%)","48"
"jdk.internal.misc.Unsafe.putReferenceRelease (Object, long, Object)","0.095 ms (0%)","0.092 ms (0%)","0.095 ms (0%)","0.092 ms (0%)","464"
"java.lang.String.lastIndexOf (int)","0.092 ms (0%)","0.088 ms (0%)","0.433 ms (0%)","0.412 ms (0%)","127"
"java.lang.ClassLoader.findLoadedClass (String)","0.088 ms (0%)","0.088 ms (0%)","0.534 ms (0%)","0.502 ms (0%)","42"
"jdk.internal.loader.URLClassPath$JarLoader$2.getBytes ()","0.088 ms (0%)","0.086 ms (0%)","2.18 ms (0%)","2.8 ms (0%)","16"
"java.lang.String.getChars (int, int, char[], int)","0.104 ms (0%)","0.086 ms (0%)","0.211 ms (0%)","0.195 ms (0%)","87"
"java.lang.String.regionMatches (boolean, int, String, int, int)","0.079 ms (0%)","0.084 ms (0%)","0.501 ms (0%)","0.475 ms (0%)","48"
"java.util.WeakHashMap.put (Object, Object)","0.090 ms (0%)","0.084 ms (0%)","0.200 ms (0%)","0.180 ms (0%)","16"
"java.lang.AbstractStringBuilder.append (int)","0.087 ms (0%)","0.084 ms (0%)","0.154 ms (0%)","0.151 ms (0%)","52"
"java.util.concurrent.ConcurrentHashMap.putIfAbsent (Object, Object)","0.082 ms (0%)","0.083 ms (0%)","1.67 ms (0%)","1.64 ms (0%)","105"
"java.util.Objects.equals (Object, Object)","0.090 ms (0%)","0.082 ms (0%)","0.123 ms (0%)","0.115 ms (0%)","591"
"java.util.concurrent.ConcurrentHashMap.casTabAt (java.util.concurrent.ConcurrentHashMap.Node[], int, java.util.concurrent.ConcurrentHashMap.Node, java.util.concurrent.ConcurrentHashMap.Node)","0.082 ms (0%)","0.081 ms (0%)","0.082 ms (0%)","0.081 ms (0%)","190"
"java.io.RandomAccessFile.read (byte[], int, int)","0.080 ms (0%)","0.081 ms (0%)","0.080 ms (0%)","0.081 ms (0%)","32"
"java.lang.StringLatin1.canEncode (int)","0.080 ms (0%)","0.080 ms (0%)","0.080 ms (0%)","0.080 ms (0%)","794"
"java.util.zip.ZipUtils.LG (byte[], int)","0.080 ms (0%)","0.080 ms (0%)","0.124 ms (0%)","0.121 ms (0%)","144"
"java.security.SecureClassLoader.getProtectionDomain (java.security.CodeSource)","0.085 ms (0%)","0.080 ms (0%)","0.230 ms (0%)","0.225 ms (0%)","16"
"java.lang.StringConcatHelper.simpleConcat (Object, Object)","0.092 ms (0%)","0.079 ms (0%)","0.358 ms (0%)","0.340 ms (0%)","16"
"java.lang.CharacterDataLatin1.toLowerCase (int)","0.080 ms (0%)","0.079 ms (0%)","0.112 ms (0%)","0.108 ms (0%)","160"
"java.lang.Class.getName ()","0.087 ms (0%)","0.079 ms (0%)","0.087 ms (0%)","0.079 ms (0%)","297"
"java.lang.Character.toLowerCase (int)","0.080 ms (0%)","0.078 ms (0%)","0.157 ms (0%)","0.154 ms (0%)","96"
"java.lang.Math.min (int, int)","0.103 ms (0%)","0.077 ms (0%)","0.103 ms (0%)","0.077 ms (0%)","769"
"java.util.ArrayList.add (Object)","0.087 ms (0%)","0.077 ms (0%)","0.302 ms (0%)","0.281 ms (0%)","109"
"java.lang.AbstractStringBuilder.newCapacity (int)","0.081 ms (0%)","0.076 ms (0%)","0.148 ms (0%)","0.142 ms (0%)","116"
"java.net.URLStreamHandler.setURL (java.net.URL, String, String, int, String, String, String, String, String)","0.086 ms (0%)","0.076 ms (0%)","0.314 ms (0%)","0.292 ms (0%)","16"
"java.lang.StringConcatHelper.newArray (long)","0.077 ms (0%)","0.075 ms (0%)","0.149 ms (0%)","0.145 ms (0%)","74"
"java.nio.CharBuffer.position (int)","0.074 ms (0%)","0.075 ms (0%)","0.162 ms (0%)","0.159 ms (0%)","88"
"java.security.AccessController.executePrivileged (java.security.PrivilegedAction, java.security.AccessControlContext, Class)","0.078 ms (0%)","0.075 ms (0%)","0.626 ms (0%)","0.585 ms (0%)","1"
"java.util.zip.ZipUtils.SH (byte[], int)","0.079 ms (0%)","0.074 ms (0%)","0.079 ms (0%)","0.074 ms (0%)","448"
"java.lang.StringCoding.implEncodeAsciiArray (char[], int, byte[], int, int)","0.076 ms (0%)","0.074 ms (0%)","0.076 ms (0%)","0.074 ms (0%)","44"
"java.util.zip.ZipFile.getEntry (String)","0.081 ms (0%)","0.073 ms (0%)","1.8 ms (0%)","1.2 ms (0%)","16"
"java.lang.StringBuilder.append (char)","0.080 ms (0%)","0.073 ms (0%)","0.304 ms (0%)","0.290 ms (0%)","207"
"java.lang.AbstractStringBuilder.isLatin1 ()","0.071 ms (0%)","0.073 ms (0%)","0.071 ms (0%)","0.073 ms (0%)","466"
"java.util.zip.ZipFile$ZipFileInputStream.read (byte[], int, int)","0.081 ms (0%)","0.073 ms (0%)","0.577 ms (0%)","0.547 ms (0%)","16"
"java.lang.System.getSecurityManager ()","0.081 ms (0%)","0.072 ms (0%)","0.106 ms (0%)","0.096 ms (0%)","56"
"java.lang.CharacterDataLatin1.toUpperCase (int)","0.068 ms (0%)","0.072 ms (0%)","0.088 ms (0%)","0.091 ms (0%)","100"
"java.io.BufferedWriter.flushBuffer ()","0.072 ms (0%)","0.072 ms (0%)","2.29 ms (0%)","2.19 ms (0%)","44"
"java.nio.CharBuffer.position (int)","0.074 ms (0%)","0.072 ms (0%)","0.086 ms (0%)","0.083 ms (0%)","88"
"jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass (String, boolean)","0.079 ms (0%)","0.071 ms (0%)","14.9 ms (0%)","14.2 ms (0%)","26"
"java.util.zip.ZipFile$ZipFileInputStream.initDataOffset ()","0.076 ms (0%)","0.071 ms (0%)","0.304 ms (0%)","0.293 ms (0%)","16"
"java.lang.ClassLoader.postDefineClass (Class, java.security.ProtectionDomain)","0.083 ms (0%)","0.071 ms (0%)","0.276 ms (0%)","0.259 ms (0%)","16"
"java.io.BufferedOutputStream.flush ()","0.073 ms (0%)","0.070 ms (0%)","1.8 ms (0%)","1.4 ms (0%)","88"
"java.io.BufferedWriter.newLine ()","0.070 ms (0%)","0.069 ms (0%)","0.245 ms (0%)","0.232 ms (0%)","44"
"java.io.OutputStreamWriter.write (char[], int, int)","0.073 ms (0%)","0.069 ms (0%)","2.20 ms (0%)","2.11 ms (0%)","44"
"java.lang.String.replace (char, char)","0.040 ms (0%)","0.068 ms (0%)","0.137 ms (0%)","0.135 ms (0%)","36"
"java.lang.StringConcatHelper.mix (long, String)","0.094 ms (0%)","0.068 ms (0%)","0.155 ms (0%)","0.121 ms (0%)","84"
"java.lang.String.startsWith (String, int)","0.068 ms (0%)","0.068 ms (0%)","0.142 ms (0%)","0.142 ms (0%)","70"
"jdk.internal.loader.BuiltinClassLoader.findLoadedModule (String)","0.066 ms (0%)","0.065 ms (0%)","0.391 ms (0%)","0.371 ms (0%)","42"
"java.lang.StringLatin1.hashCode (byte[])","0.064 ms (0%)","0.065 ms (0%)","0.064 ms (0%)","0.065 ms (0%)","348"
"java.lang.AbstractStringBuilder.getCoder ()","0.065 ms (0%)","0.064 ms (0%)","0.065 ms (0%)","0.064 ms (0%)","440"
"java.lang.ClassLoader.checkCerts (String, java.security.CodeSource)","0.071 ms (0%)","0.064 ms (0%)","0.157 ms (0%)","0.153 ms (0%)","16"
"java.lang.System$2.encodeASCII (char[], int, byte[], int, int)","0.066 ms (0%)","0.064 ms (0%)","0.145 ms (0%)","0.140 ms (0%)","44"
"sun.net.www.ParseUtil.firstEncodeIndex (String)","0.062 ms (0%)","0.063 ms (0%)","0.215 ms (0%)","0.215 ms (0%)","16"
"sun.nio.cs.StreamEncoder.flushBuffer ()","0.064 ms (0%)","0.062 ms (0%)","1.65 ms (0%)","1.59 ms (0%)","44"
"sun.net.www.protocol.jar.Handler.parseContextSpec (java.net.URL, String)","0.065 ms (0%)","0.061 ms (0%)","0.603 ms (0%)","0.571 ms (0%)","16"
"java.lang.Math.max (int, int)","0.074 ms (0%)","0.060 ms (0%)","0.074 ms (0%)","0.060 ms (0%)","442"
"java.util.ArrayList.grow (int)","0.063 ms (0%)","0.060 ms (0%)","0.132 ms (0%)","0.126 ms (0%)","48"
"Harness.main (String[])","0.076 ms (0%)","0.059 ms (0%)","2,318,958 ms (12.4%)","2,312,764 ms (12.4%)","1"
"java.net.URLStreamHandler.setURL (java.net.URL, String, String, int, String, String)","0.061 ms (0%)","0.058 ms (0%)","0.441 ms (0%)","0.416 ms (0%)","16"
"java.util.WeakHashMap.remove (Object)","0.060 ms (0%)","0.058 ms (0%)","0.145 ms (0%)","0.139 ms (0%)","32"
"jdk.internal.util.ArraysSupport.newLength (int, int, int)","0.058 ms (0%)","0.057 ms (0%)","0.071 ms (0%)","0.070 ms (0%)","127"
"java.net.URL.isBuiltinStreamHandler (java.net.URLStreamHandler)","0.066 ms (0%)","0.057 ms (0%)","0.145 ms (0%)","0.139 ms (0%)","16"
"java.lang.String.toLowerCase ()","0.059 ms (0%)","0.057 ms (0%)","0.240 ms (0%)","0.222 ms (0%)","32"
"java.lang.Class.getPackageName ()","0.059 ms (0%)","0.057 ms (0%)","0.179 ms (0%)","0.172 ms (0%)","32"
"java.lang.ClassLoader.getClassLoadingLock (String)","0.060 ms (0%)","0.056 ms (0%)","1.47 ms (0%)","1.44 ms (0%)","42"
"java.lang.StringConcatHelper.prepend (long, byte[], String)","0.061 ms (0%)","0.056 ms (0%)","0.137 ms (0%)","0.131 ms (0%)","119"
"java.lang.Class.copyConstructors (java.lang.reflect.Constructor[])","0.062 ms (0%)","0.056 ms (0%)","0.152 ms (0%)","0.139 ms (0%)","1"
"java.lang.String.newStringUTF8NoRepl (byte[], int, int)","0.056 ms (0%)","0.055 ms (0%)","0.104 ms (0%)","0.099 ms (0%)","16"
"java.lang.ClassLoader.loadClass (String)","0.059 ms (0%)","0.054 ms (0%)","15.0 ms (0%)","14.3 ms (0%)","26"
"java.nio.ByteBuffer.position (int)","0.060 ms (0%)","0.054 ms (0%)","0.078 ms (0%)","0.071 ms (0%)","44"
"java.lang.String.toLowerCase (java.util.Locale)","0.059 ms (0%)","0.054 ms (0%)","0.164 ms (0%)","0.155 ms (0%)","32"
"java.util.ArrayList.add (Object, Object[], int)","0.057 ms (0%)","0.054 ms (0%)","0.214 ms (0%)","0.200 ms (0%)","109"
"java.nio.CharBuffer.limit (int)","0.057 ms (0%)","0.054 ms (0%)","0.116 ms (0%)","0.107 ms (0%)","44"
"java.nio.ByteBuffer.clear ()","0.054 ms (0%)","0.053 ms (0%)","0.063 ms (0%)","0.060 ms (0%)","44"
"jdk.internal.ref.CleanerImpl.getCleanerImpl (java.lang.ref.Cleaner)","0.056 ms (0%)","0.052 ms (0%)","0.110 ms (0%)","0.104 ms (0%)","42"
"jdk.internal.loader.URLClassPath$JarLoader.getResource (String, boolean)","0.059 ms (0%)","0.051 ms (0%)","4.0 ms (0%)","3.80 ms (0%)","16"
"jdk.internal.ref.PhantomCleanable.clean ()","0.056 ms (0%)","0.051 ms (0%)","0.275 ms (0%)","0.254 ms (0%)","16"
"java.lang.Class.privateGetDeclaredConstructors (boolean)","0.054 ms (0%)","0.051 ms (0%)","0.148 ms (0%)","0.139 ms (0%)","1"
"jdk.internal.misc.Unsafe.allocateUninitializedArray (Class, int)","0.051 ms (0%)","0.050 ms (0%)","0.069 ms (0%)","0.068 ms (0%)","74"
"java.util.zip.ZipFile$ZipFileInflaterInputStream.close ()","0.056 ms (0%)","0.050 ms (0%)","0.450 ms (0%)","0.418 ms (0%)","16"
"java.util.zip.ZipFile$Source.readFullyAt (byte[], int, int, long)","0.055 ms (0%)","0.050 ms (0%)","0.181 ms (0%)","0.174 ms (0%)","16"
"java.util.ArrayList.get (int)","0.052 ms (0%)","0.049 ms (0%)","0.105 ms (0%)","0.099 ms (0%)","29"
"java.util.jar.JarFile.entryFor (String)","0.048 ms (0%)","0.049 ms (0%)","0.058 ms (0%)","0.058 ms (0%)","16"
"java.lang.ClassLoader.preDefineClass (String, java.security.ProtectionDomain)","0.052 ms (0%)","0.049 ms (0%)","0.316 ms (0%)","0.309 ms (0%)","16"
"java.util.jar.JarFile.getEntry (String)","0.048 ms (0%)","0.048 ms (0%)","1.17 ms (0%)","1.10 ms (0%)","16"
"java.util.zip.ZipFile$ZipFileInflaterInputStream.fill ()","0.057 ms (0%)","0.048 ms (0%)","0.645 ms (0%)","0.605 ms (0%)","16"
"java.util.jar.JarFile.getInputStream (java.util.zip.ZipEntry)","0.053 ms (0%)","0.047 ms (0%)","1.1 ms (0%)","0.930 ms (0%)","16"
"java.lang.reflect.Constructor.setAccessible (boolean)","0.051 ms (0%)","0.047 ms (0%)","0.132 ms (0%)","0.122 ms (0%)","1"
"java.util.WeakHashMap.expungeStaleEntries ()","0.059 ms (0%)","0.046 ms (0%)","0.077 ms (0%)","0.064 ms (0%)","48"
"java.util.zip.ZipFile$ZipFileInputStream.close ()","0.056 ms (0%)","0.046 ms (0%)","0.139 ms (0%)","0.128 ms (0%)","32"
"java.lang.invoke.InnerClassLambdaMetafactory$1.run ()","0.041 ms (0%)","0.046 ms (0%)","0.518 ms (0%)","0.484 ms (0%)","1"
"java.nio.CharBuffer.limit (int)","0.052 ms (0%)","0.046 ms (0%)","0.058 ms (0%)","0.053 ms (0%)","44"
"java.lang.String.getBytes (byte[], int, byte)","0.045 ms (0%)","0.045 ms (0%)","0.059 ms (0%)","0.059 ms (0%)","162"
"jdk.internal.loader.URLClassPath.getLoader (int)","0.048 ms (0%)","0.045 ms (0%)","0.125 ms (0%)","0.118 ms (0%)","16"
"java.security.SecureClassLoader.defineClass (String, byte[], int, int, java.security.CodeSource)","0.054 ms (0%)","0.045 ms (0%)","2.56 ms (0%)","2.47 ms (0%)","16"
"java.io.RandomAccessFile.seek (long)","0.044 ms (0%)","0.045 ms (0%)","0.044 ms (0%)","0.045 ms (0%)","32"
"java.lang.Class.newReflectionData (java.lang.ref.SoftReference, int)","0.046 ms (0%)","0.044 ms (0%)","0.062 ms (0%)","0.061 ms (0%)","1"
"java.lang.StringLatin1.getChars (byte[], int, int, char[], int)","0.045 ms (0%)","0.044 ms (0%)","0.061 ms (0%)","0.060 ms (0%)","87"
"java.nio.ByteBuffer.flip ()","0.045 ms (0%)","0.044 ms (0%)","0.053 ms (0%)","0.051 ms (0%)","44"
"java.util.ArrayDeque.pollFirst ()","0.049 ms (0%)","0.043 ms (0%)","0.058 ms (0%)","0.050 ms (0%)","16"
