"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"Run.runBenchmark ()","0.591 ms (0%)","0.569 ms (0%)","2,301,585 ms (14.1%)","2,294,140 ms (14.1%)","1"
"Run.getSuiteFromName (String)","0.551 ms (0%)","0.543 ms (0%)","1.31 ms (0%)","1.22 ms (0%)","1"
"java.lang.String.length ()","0.543 ms (0%)","0.503 ms (0%)","0.812 ms (0%)","0.758 ms (0%)","3,311"
"java.util.zip.Inflater.inflate (byte[], int, int)","0.465 ms (0%)","0.424 ms (0%)","0.555 ms (0%)","0.500 ms (0%)","49"
"java.util.concurrent.ConcurrentHashMap.get (Object)","0.413 ms (0%)","0.413 ms (0%)","0.595 ms (0%)","0.579 ms (0%)","372"
"java.lang.String.hashCode ()","0.364 ms (0%)","0.324 ms (0%)","0.457 ms (0%)","0.414 ms (0%)","2,255"
"java.lang.ClassLoader.findBootstrapClassOrNull (String)","0.323 ms (0%)","0.323 ms (0%)","0.431 ms (0%)","0.430 ms (0%)","29"
"java.util.concurrent.ConcurrentHashMap.tabAt (java.util.concurrent.ConcurrentHashMap.Node[], int)","0.317 ms (0%)","0.313 ms (0%)","0.486 ms (0%)","0.466 ms (0%)","1,352"
"sun.nio.cs.UTF_8$Encoder.encodeArrayLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.312 ms (0%)","0.303 ms (0%)","0.638 ms (0%)","0.620 ms (0%)","44"
"java.lang.String.coder ()","0.324 ms (0%)","0.299 ms (0%)","0.324 ms (0%)","0.299 ms (0%)","4,739"
"Harness.processArguments (String[])","13.2 ms (0%)","0.293 ms (0%)","34.7 ms (0%)","12.5 ms (0%)","1"
"Run.measure (Benchmark)","0.256 ms (0%)","0.266 ms (0%)","2,301,564 ms (14.1%)","2,294,121 ms (14.1%)","40"
"java.util.concurrent.ConcurrentHashMap.transfer (java.util.concurrent.ConcurrentHashMap.Node[], java.util.concurrent.ConcurrentHashMap.Node[])","0.256 ms (0%)","0.263 ms (0%)","0.767 ms (0%)","0.755 ms (0%)","2"
"java.io.PrintStream.println (String)","0.242 ms (0%)","0.237 ms (0%)","4.62 ms (0%)","4.14 ms (0%)","43"
"java.lang.AbstractStringBuilder.putStringAt (int, String, int, int)","0.249 ms (0%)","0.234 ms (0%)","0.479 ms (0%)","0.453 ms (0%)","451"
"java.lang.AbstractStringBuilder.append (String)","0.267 ms (0%)","0.231 ms (0%)","5.65 ms (0%)","1.35 ms (0%)","451"
"Run.lambda$getSuiteFromName$13 ()","0.737 ms (0%)","0.225 ms (0%)","0.737 ms (0%)","0.225 ms (0%)","1"
"java.io.PrintStream.writeln (String)","0.248 ms (0%)","0.223 ms (0%)","4.34 ms (0%)","3.86 ms (0%)","43"
"java.util.concurrent.ConcurrentHashMap.putVal (Object, Object, boolean)","3.99 ms (0%)","0.215 ms (0%)","4.95 ms (0%)","1.14 ms (0%)","106"
"java.nio.CharBuffer.wrap (char[], int, int)","0.221 ms (0%)","0.215 ms (0%)","0.360 ms (0%)","0.342 ms (0%)","44"
"java.util.zip.ZipFile.getInputStream (java.util.zip.ZipEntry)","0.219 ms (0%)","0.204 ms (0%)","0.794 ms (0%)","0.714 ms (0%)","17"
"jdk.internal.loader.URLClassPath$JarLoader.checkResource (String, boolean, java.util.jar.JarEntry)","0.194 ms (0%)","0.187 ms (0%)","2.98 ms (0%)","2.12 ms (0%)","17"
"Run.printTotal ()","0.176 ms (0%)","0.177 ms (0%)","0.559 ms (0%)","0.265 ms (0%)","1"
"java.util.zip.ZipFile.getZipEntry (String, int)","0.185 ms (0%)","0.169 ms (0%)","0.450 ms (0%)","0.415 ms (0%)","17"
"java.io.BufferedWriter.write (String, int, int)","0.176 ms (0%)","0.167 ms (0%)","0.394 ms (0%)","0.378 ms (0%)","87"
"jdk.internal.loader.BuiltinClassLoader.loadClassOrNull (String, boolean)","0.180 ms (0%)","0.163 ms (0%)","21.9 ms (0%)","11.9 ms (0%)","42"
"java.util.Arrays.copyOf (Object[], int, Class)","0.170 ms (0%)","0.162 ms (0%)","0.216 ms (0%)","0.207 ms (0%)","312"
"java.util.concurrent.ConcurrentHashMap.replaceNode (Object, Object, Object)","0.156 ms (0%)","0.155 ms (0%)","0.309 ms (0%)","0.304 ms (0%)","60"
"java.lang.StringLatin1.indexOf (byte[], int, int)","0.164 ms (0%)","0.154 ms (0%)","0.254 ms (0%)","0.244 ms (0%)","395"
"java.lang.AbstractStringBuilder.putStringAt (int, String)","0.156 ms (0%)","0.153 ms (0%)","0.746 ms (0%)","0.711 ms (0%)","451"
"java.lang.String.indexOf (int, int)","0.152 ms (0%)","0.151 ms (0%)","0.457 ms (0%)","0.439 ms (0%)","395"
"java.util.concurrent.ConcurrentHashMap.setTabAt (java.util.concurrent.ConcurrentHashMap.Node[], int, java.util.concurrent.ConcurrentHashMap.Node)","0.155 ms (0%)","0.151 ms (0%)","0.237 ms (0%)","0.231 ms (0%)","472"
"jdk.internal.misc.Unsafe.getReferenceAcquire (Object, long)","0.157 ms (0%)","0.142 ms (0%)","0.157 ms (0%)","0.142 ms (0%)","898"
"java.lang.String.substring (int, int)","0.147 ms (0%)","0.139 ms (0%)","0.362 ms (0%)","0.351 ms (0%)","288"
"java.lang.StringBuilder.append (String)","0.134 ms (0%)","0.126 ms (0%)","5.79 ms (0%)","1.48 ms (0%)","451"
"java.nio.charset.CharsetEncoder.encode (java.nio.CharBuffer, java.nio.ByteBuffer, boolean)","0.132 ms (0%)","0.125 ms (0%)","0.927 ms (0%)","0.893 ms (0%)","44"
"sun.nio.cs.StreamEncoder.writeBytes ()","0.133 ms (0%)","0.124 ms (0%)","1.64 ms (0%)","1.17 ms (0%)","44"
"sun.nio.cs.StreamEncoder.implWrite (java.nio.CharBuffer)","0.130 ms (0%)","0.123 ms (0%)","1.8 ms (0%)","1.4 ms (0%)","44"
"java.lang.AbstractStringBuilder.ensureCapacityInternal (int)","4.33 ms (0%)","0.119 ms (0%)","4.53 ms (0%)","0.310 ms (0%)","717"
"java.io.Writer.write (String)","0.120 ms (0%)","0.119 ms (0%)","0.529 ms (0%)","0.513 ms (0%)","87"
"java.lang.ClassLoader.checkName (String)","0.120 ms (0%)","0.117 ms (0%)","0.421 ms (0%)","0.401 ms (0%)","88"
"java.lang.String.equals (Object)","0.123 ms (0%)","0.117 ms (0%)","0.153 ms (0%)","0.142 ms (0%)","742"
"java.util.concurrent.ConcurrentHashMap.computeIfAbsent (Object, java.util.function.Function)","0.121 ms (0%)","0.117 ms (0%)","0.273 ms (0%)","0.263 ms (0%)","37"
"java.lang.ref.ReferenceQueue.poll ()","0.130 ms (0%)","0.116 ms (0%)","0.154 ms (0%)","0.140 ms (0%)","494"
"java.net.URLStreamHandler.toExternalForm (java.net.URL)","0.119 ms (0%)","0.116 ms (0%)","0.561 ms (0%)","0.540 ms (0%)","17"
"java.lang.ref.Cleaner.register (Object, Runnable)","0.115 ms (0%)","0.111 ms (0%)","0.227 ms (0%)","0.203 ms (0%)","22"
"java.util.zip.ZipFile$Source.getEntryPos (String, boolean)","0.110 ms (0%)","0.107 ms (0%)","0.431 ms (0%)","0.412 ms (0%)","17"
"java.util.Arrays.copyOfRange (byte[], int, int)","0.102 ms (0%)","0.107 ms (0%)","0.111 ms (0%)","0.115 ms (0%)","496"
"java.lang.StringConcatHelper.newArray (long)","0.107 ms (0%)","0.105 ms (0%)","0.194 ms (0%)","0.174 ms (0%)","75"
"java.lang.String.getBytes (byte[], int, int, byte, int)","0.103 ms (0%)","0.103 ms (0%)","0.144 ms (0%)","0.136 ms (0%)","451"
"java.lang.StringLatin1.lastIndexOf (byte[], int, int)","0.112 ms (0%)","0.100 ms (0%)","0.146 ms (0%)","0.129 ms (0%)","149"
"java.lang.String.getChars (int, int, char[], int)","0.103 ms (0%)","0.100 ms (0%)","0.186 ms (0%)","0.181 ms (0%)","87"
"sun.nio.cs.UTF_8$Encoder.encodeLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.106 ms (0%)","0.099 ms (0%)","0.774 ms (0%)","0.747 ms (0%)","44"
"sun.nio.cs.StreamEncoder.implWrite (char[], int, int)","0.106 ms (0%)","0.098 ms (0%)","1.55 ms (0%)","1.49 ms (0%)","44"
"java.io.PrintStream.write (byte[], int, int)","0.103 ms (0%)","0.098 ms (0%)","1.37 ms (0%)","0.935 ms (0%)","44"
"sun.net.www.protocol.jar.Handler.parseURL (java.net.URL, String, int, int)","0.101 ms (0%)","0.097 ms (0%)","1.44 ms (0%)","1.34 ms (0%)","17"
"java.lang.StringLatin1.newString (byte[], int, int)","0.105 ms (0%)","0.097 ms (0%)","0.206 ms (0%)","0.199 ms (0%)","479"
"java.util.zip.InflaterInputStream.read (byte[], int, int)","0.103 ms (0%)","0.092 ms (0%)","1.42 ms (0%)","1.21 ms (0%)","32"
"java.lang.ClassLoader.checkCerts (String, java.security.CodeSource)","0.342 ms (0%)","0.092 ms (0%)","0.441 ms (0%)","0.185 ms (0%)","17"
"jdk.internal.loader.BuiltinClassLoader.defineClass (String, jdk.internal.loader.Resource)","0.101 ms (0%)","0.091 ms (0%)","11.0 ms (0%)","6.0 ms (0%)","17"
"java.util.concurrent.ConcurrentHashMap.addCount (long, int)","0.094 ms (0%)","0.090 ms (0%)","0.880 ms (0%)","0.862 ms (0%)","148"
"jdk.internal.loader.URLClassPath$JarLoader$2.getBytes ()","0.115 ms (0%)","0.090 ms (0%)","2.8 ms (0%)","1.80 ms (0%)","17"
"java.util.Objects.requireNonNull (Object)","0.105 ms (0%)","0.089 ms (0%)","0.105 ms (0%)","0.089 ms (0%)","1,165"
"java.io.BufferedOutputStream.flushBuffer ()","0.096 ms (0%)","0.088 ms (0%)","1.20 ms (0%)","0.771 ms (0%)","88"
"sun.net.util.URLUtil.urlNoFragString (java.net.URL)","0.088 ms (0%)","0.086 ms (0%)","4.90 ms (0%)","0.614 ms (0%)","17"
"sun.nio.cs.StreamEncoder.write (char[], int, int)","0.086 ms (0%)","0.085 ms (0%)","1.66 ms (0%)","1.59 ms (0%)","44"
"java.util.Arrays.copyOf (byte[], int)","0.085 ms (0%)","0.084 ms (0%)","0.098 ms (0%)","0.093 ms (0%)","152"
"java.lang.StringLatin1.regionMatchesCI (byte[], int, byte[], int, int)","0.103 ms (0%)","0.084 ms (0%)","0.970 ms (0%)","0.296 ms (0%)","51"
"java.io.RandomAccessFile.read (byte[], int, int)","0.089 ms (0%)","0.084 ms (0%)","0.089 ms (0%)","0.084 ms (0%)","34"
"java.lang.StringConcatHelper.simpleConcat (Object, Object)","0.087 ms (0%)","0.083 ms (0%)","0.359 ms (0%)","0.310 ms (0%)","17"
"jdk.internal.loader.Resource.getBytes ()","0.085 ms (0%)","0.082 ms (0%)","1.95 ms (0%)","1.70 ms (0%)","17"
"java.lang.String.lastIndexOf (int, int)","0.076 ms (0%)","0.079 ms (0%)","0.249 ms (0%)","0.229 ms (0%)","149"
"java.lang.AbstractStringBuilder.append (char)","0.080 ms (0%)","0.078 ms (0%)","0.120 ms (0%)","0.118 ms (0%)","208"
"jdk.internal.misc.Unsafe.putReferenceRelease (Object, long, Object)","0.081 ms (0%)","0.077 ms (0%)","0.081 ms (0%)","0.077 ms (0%)","472"
"java.lang.String.lastIndexOf (int)","0.087 ms (0%)","0.076 ms (0%)","0.370 ms (0%)","0.342 ms (0%)","132"
"jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull (String)","0.083 ms (0%)","0.076 ms (0%)","15.9 ms (0%)","9.82 ms (0%)","17"
"java.lang.Class.getName ()","0.084 ms (0%)","0.076 ms (0%)","0.084 ms (0%)","0.076 ms (0%)","299"
"java.lang.String.startsWith (String, int)","0.080 ms (0%)","0.075 ms (0%)","0.132 ms (0%)","0.124 ms (0%)","74"
"sun.nio.cs.UTF_8.updatePositions (java.nio.Buffer, int, java.nio.Buffer, int)","0.074 ms (0%)","0.074 ms (0%)","0.154 ms (0%)","0.151 ms (0%)","44"
"java.lang.String.regionMatches (boolean, int, String, int, int)","0.083 ms (0%)","0.073 ms (0%)","1.9 ms (0%)","0.405 ms (0%)","51"
"jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass (String, boolean)","0.083 ms (0%)","0.072 ms (0%)","22.1 ms (0%)","12.1 ms (0%)","25"
"java.io.BufferedWriter.flushBuffer ()","0.073 ms (0%)","0.072 ms (0%)","1.80 ms (0%)","1.73 ms (0%)","44"
"java.lang.StringCoding.implEncodeAsciiArray (char[], int, byte[], int, int)","0.072 ms (0%)","0.072 ms (0%)","0.072 ms (0%)","0.072 ms (0%)","44"
"java.util.concurrent.ConcurrentHashMap.spread (int)","0.077 ms (0%)","0.070 ms (0%)","0.077 ms (0%)","0.070 ms (0%)","575"
"java.util.zip.ZipUtils.LG (byte[], int)","0.087 ms (0%)","0.069 ms (0%)","0.131 ms (0%)","0.109 ms (0%)","153"
"java.lang.AbstractStringBuilder.append (int)","0.073 ms (0%)","0.069 ms (0%)","0.116 ms (0%)","0.110 ms (0%)","52"
"java.lang.System.getSecurityManager ()","0.068 ms (0%)","0.068 ms (0%)","0.086 ms (0%)","0.084 ms (0%)","56"
"java.util.ArrayList.add (Object)","0.076 ms (0%)","0.068 ms (0%)","0.257 ms (0%)","0.234 ms (0%)","110"
"java.lang.StringBuilder.toString ()","0.070 ms (0%)","0.067 ms (0%)","0.221 ms (0%)","0.210 ms (0%)","210"
"java.lang.Class.getPackageName ()","0.073 ms (0%)","0.067 ms (0%)","0.187 ms (0%)","0.175 ms (0%)","33"
"java.util.zip.ZipFile.getEntry (String)","0.070 ms (0%)","0.066 ms (0%)","0.966 ms (0%)","0.908 ms (0%)","17"
"java.util.WeakHashMap.remove (Object)","0.072 ms (0%)","0.066 ms (0%)","0.149 ms (0%)","0.140 ms (0%)","34"
"java.lang.Character.toLowerCase (int)","0.065 ms (0%)","0.064 ms (0%)","0.771 ms (0%)","0.140 ms (0%)","102"
"java.lang.AbstractStringBuilder.newCapacity (int)","0.070 ms (0%)","0.064 ms (0%)","0.127 ms (0%)","0.120 ms (0%)","120"
"java.util.zip.ZipFile$ZipFileInputStream.read (byte[], int, int)","0.076 ms (0%)","0.064 ms (0%)","0.643 ms (0%)","0.524 ms (0%)","17"
"java.lang.ClassLoader.findLoadedClass (String)","0.064 ms (0%)","0.063 ms (0%)","0.315 ms (0%)","0.300 ms (0%)","42"
"java.lang.StringConcatHelper.mix (long, String)","0.066 ms (0%)","0.063 ms (0%)","0.109 ms (0%)","0.103 ms (0%)","86"
"sun.net.www.protocol.jar.Handler.parseContextSpec (java.net.URL, String)","0.065 ms (0%)","0.063 ms (0%)","0.565 ms (0%)","0.524 ms (0%)","17"
"java.util.WeakHashMap.put (Object, Object)","0.065 ms (0%)","0.063 ms (0%)","0.143 ms (0%)","0.129 ms (0%)","17"
"sun.nio.cs.StreamEncoder.flushBuffer ()","0.064 ms (0%)","0.063 ms (0%)","1.75 ms (0%)","1.28 ms (0%)","44"
"java.util.zip.ZipUtils.SH (byte[], int)","0.083 ms (0%)","0.062 ms (0%)","0.083 ms (0%)","0.062 ms (0%)","476"
"java.lang.Math.max (int, int)","0.075 ms (0%)","0.062 ms (0%)","0.075 ms (0%)","0.062 ms (0%)","546"
"sun.net.www.ParseUtil.firstEncodeIndex (String)","0.061 ms (0%)","0.060 ms (0%)","0.219 ms (0%)","0.162 ms (0%)","17"
"java.lang.CharacterDataLatin1.toLowerCase (int)","0.697 ms (0%)","0.060 ms (0%)","0.737 ms (0%)","0.095 ms (0%)","170"
"java.io.BufferedWriter.newLine ()","0.062 ms (0%)","0.060 ms (0%)","0.200 ms (0%)","0.199 ms (0%)","44"
"java.util.concurrent.ConcurrentHashMap.casTabAt (java.util.concurrent.ConcurrentHashMap.Node[], int, java.util.concurrent.ConcurrentHashMap.Node, java.util.concurrent.ConcurrentHashMap.Node)","0.059 ms (0%)","0.058 ms (0%)","0.059 ms (0%)","0.058 ms (0%)","191"
"java.util.Objects.equals (Object, Object)","0.061 ms (0%)","0.057 ms (0%)","0.090 ms (0%)","0.082 ms (0%)","593"
"java.util.Arrays.copyOf (Object[], int)","0.060 ms (0%)","0.057 ms (0%)","0.147 ms (0%)","0.143 ms (0%)","80"
"java.io.OutputStreamWriter.write (char[], int, int)","0.062 ms (0%)","0.057 ms (0%)","1.72 ms (0%)","1.65 ms (0%)","44"
"Harness.main (String[])","0.068 ms (0%)","0.055 ms (0%)","2,301,621 ms (14.1%)","2,294,153 ms (14.1%)","1"
"java.lang.StringBuilder.append (char)","0.057 ms (0%)","0.055 ms (0%)","0.180 ms (0%)","0.177 ms (0%)","208"
"java.lang.String.newStringUTF8NoRepl (byte[], int, int)","0.060 ms (0%)","0.054 ms (0%)","0.103 ms (0%)","0.097 ms (0%)","17"
"java.lang.StringLatin1.hashCode (byte[])","0.055 ms (0%)","0.053 ms (0%)","0.055 ms (0%)","0.053 ms (0%)","347"
"java.lang.CharacterDataLatin1.toUpperCase (int)","0.071 ms (0%)","0.053 ms (0%)","0.091 ms (0%)","0.068 ms (0%)","106"
"java.util.ArrayList.add (Object, Object[], int)","0.063 ms (0%)","0.053 ms (0%)","0.178 ms (0%)","0.162 ms (0%)","110"
"java.util.ArrayList.grow (int)","0.054 ms (0%)","0.053 ms (0%)","0.093 ms (0%)","0.091 ms (0%)","48"
"java.util.zip.ZipFile$ZipFileInputStream.initDataOffset ()","0.055 ms (0%)","0.052 ms (0%)","0.400 ms (0%)","0.302 ms (0%)","17"
"java.io.RandomAccessFile.seek (long)","0.066 ms (0%)","0.051 ms (0%)","0.066 ms (0%)","0.051 ms (0%)","34"
"java.lang.String.replace (char, char)","0.042 ms (0%)","0.049 ms (0%)","0.138 ms (0%)","0.117 ms (0%)","37"
"jdk.internal.loader.URLClassPath$JarLoader.getResource (String, boolean)","0.061 ms (0%)","0.049 ms (0%)","4.12 ms (0%)","3.16 ms (0%)","17"
"java.util.jar.JarFile.entryFor (String)","0.047 ms (0%)","0.049 ms (0%)","0.053 ms (0%)","0.053 ms (0%)","17"
"jdk.internal.util.ArraysSupport.newLength (int, int, int)","0.049 ms (0%)","0.049 ms (0%)","0.060 ms (0%)","0.060 ms (0%)","131"
"java.lang.System$2.encodeASCII (char[], int, byte[], int, int)","0.052 ms (0%)","0.049 ms (0%)","0.126 ms (0%)","0.124 ms (0%)","44"
"jdk.internal.misc.Unsafe.allocateUninitializedArray (Class, int)","0.067 ms (0%)","0.048 ms (0%)","0.084 ms (0%)","0.064 ms (0%)","75"
"java.lang.String.getBytes (byte[], int, byte)","0.049 ms (0%)","0.048 ms (0%)","0.059 ms (0%)","0.058 ms (0%)","164"
"java.lang.ClassLoader.preDefineClass (String, java.security.ProtectionDomain)","0.049 ms (0%)","0.048 ms (0%)","0.593 ms (0%)","0.327 ms (0%)","17"
"java.lang.ClassLoader.postDefineClass (Class, java.security.ProtectionDomain)","0.053 ms (0%)","0.048 ms (0%)","0.276 ms (0%)","0.250 ms (0%)","17"
"java.util.concurrent.ConcurrentHashMap.putIfAbsent (Object, Object)","0.050 ms (0%)","0.047 ms (0%)","5.0 ms (0%)","1.20 ms (0%)","106"
"java.lang.StringLatin1.canEncode (int)","0.052 ms (0%)","0.047 ms (0%)","0.052 ms (0%)","0.047 ms (0%)","804"
"java.util.ArrayList.get (int)","0.054 ms (0%)","0.047 ms (0%)","0.120 ms (0%)","0.098 ms (0%)","30"
"java.security.SecureClassLoader.getProtectionDomain (java.security.CodeSource)","0.051 ms (0%)","0.046 ms (0%)","0.201 ms (0%)","0.189 ms (0%)","17"
"java.lang.StringLatin1.indexOfChar (byte[], int, int, int)","0.046 ms (0%)","0.045 ms (0%)","0.046 ms (0%)","0.045 ms (0%)","378"
"java.lang.Math.min (int, int)","0.058 ms (0%)","0.045 ms (0%)","0.058 ms (0%)","0.045 ms (0%)","784"
"java.lang.StringConcatHelper.prepend (long, byte[], String)","0.048 ms (0%)","0.045 ms (0%)","0.127 ms (0%)","0.116 ms (0%)","121"
"java.lang.AbstractStringBuilder.getCoder ()","0.042 ms (0%)","0.045 ms (0%)","0.042 ms (0%)","0.045 ms (0%)","451"
"java.net.URL.toString ()","0.052 ms (0%)","0.045 ms (0%)","0.657 ms (0%)","0.625 ms (0%)","17"
"java.util.Collections$SetFromMap.add (Object)","0.048 ms (0%)","0.044 ms (0%)","0.191 ms (0%)","0.173 ms (0%)","17"
"java.lang.ClassLoader.getClassLoadingLock (String)","0.043 ms (0%)","0.043 ms (0%)","4.91 ms (0%)","1.11 ms (0%)","42"
"java.net.URLStreamHandler.setURL (java.net.URL, String, String, int, String, String, String, String, String)","0.043 ms (0%)","0.043 ms (0%)","0.195 ms (0%)","0.185 ms (0%)","17"
"java.util.concurrent.ConcurrentHashMap.remove (Object)","0.045 ms (0%)","0.043 ms (0%)","0.345 ms (0%)","0.339 ms (0%)","56"
"java.nio.ByteBuffer.clear ()","0.045 ms (0%)","0.043 ms (0%)","0.052 ms (0%)","0.050 ms (0%)","44"
"java.nio.ByteBuffer.flip ()","0.051 ms (0%)","0.043 ms (0%)","0.058 ms (0%)","0.048 ms (0%)","44"
"java.util.zip.ZipFile$ZipFileInflaterInputStream.close ()","0.049 ms (0%)","0.042 ms (0%)","0.384 ms (0%)","0.346 ms (0%)","17"
"java.lang.ClassLoader.defineClassSourceLocation (java.security.ProtectionDomain)","0.050 ms (0%)","0.042 ms (0%)","0.708 ms (0%)","0.668 ms (0%)","17"
"jdk.internal.loader.BuiltinClassLoader.findLoadedModule (String)","0.040 ms (0%)","0.041 ms (0%)","0.232 ms (0%)","0.228 ms (0%)","42"
"java.lang.String.indexOf (int)","0.043 ms (0%)","0.040 ms (0%)","0.237 ms (0%)","0.224 ms (0%)","107"
"java.lang.StringLatin1.replace (byte[], char, char)","0.043 ms (0%)","0.040 ms (0%)","0.065 ms (0%)","0.061 ms (0%)","37"
"java.lang.CharacterDataLatin1.getProperties (int)","0.054 ms (0%)","0.040 ms (0%)","0.054 ms (0%)","0.040 ms (0%)","276"
"java.nio.CharBuffer.position (int)","0.045 ms (0%)","0.040 ms (0%)","0.080 ms (0%)","0.074 ms (0%)","88"
"jdk.internal.loader.BuiltinClassLoader.loadClass (String, boolean)","0.062 ms (0%)","0.039 ms (0%)","22.0 ms (0%)","12.0 ms (0%)","25"
"java.lang.String.toLowerCase ()","0.043 ms (0%)","0.039 ms (0%)","0.190 ms (0%)","0.163 ms (0%)","34"
"java.util.zip.ZipFile$Source.readFullyAt (byte[], int, int, long)","0.048 ms (0%)","0.037 ms (0%)","0.214 ms (0%)","0.170 ms (0%)","17"
"java.lang.ClassLoader.loadClass (String)","0.045 ms (0%)","0.036 ms (0%)","22.2 ms (0%)","12.2 ms (0%)","25"
"java.lang.String.startsWith (String)","0.039 ms (0%)","0.036 ms (0%)","0.179 ms (0%)","0.166 ms (0%)","74"
"jdk.internal.ref.CleanerImpl.getCleanerImpl (java.lang.ref.Cleaner)","0.037 ms (0%)","0.036 ms (0%)","0.089 ms (0%)","0.072 ms (0%)","44"
"java.net.URL.toExternalForm ()","0.041 ms (0%)","0.036 ms (0%)","0.604 ms (0%)","0.578 ms (0%)","17"
"java.io.OutputStreamWriter.flushBuffer ()","0.042 ms (0%)","0.036 ms (0%)","1.80 ms (0%)","1.32 ms (0%)","44"
"jdk.internal.loader.URLClassPath.getResource (String, boolean)","0.037 ms (0%)","0.035 ms (0%)","4.28 ms (0%)","3.30 ms (0%)","17"
"jdk.internal.loader.URLClassPath.getLoader (int)","0.037 ms (0%)","0.035 ms (0%)","0.122 ms (0%)","0.106 ms (0%)","17"
"java.util.Objects.checkIndex (int, int)","0.048 ms (0%)","0.035 ms (0%)","0.055 ms (0%)","0.042 ms (0%)","30"
"java.net.URL.isBuiltinStreamHandler (java.net.URLStreamHandler)","0.035 ms (0%)","0.035 ms (0%)","0.099 ms (0%)","0.095 ms (0%)","17"
"java.lang.StringLatin1.toLowerCase (String, byte[], java.util.Locale)","0.033 ms (0%)","0.035 ms (0%)","0.084 ms (0%)","0.074 ms (0%)","34"
"java.lang.String.valueOf (Object)","0.036 ms (0%)","0.035 ms (0%)","0.036 ms (0%)","0.035 ms (0%)","43"
"java.io.BufferedOutputStream.flush ()","0.039 ms (0%)","0.035 ms (0%)","1.24 ms (0%)","0.808 ms (0%)","88"
"java.util.jar.JarFile.getInputStream (java.util.zip.ZipEntry)","0.037 ms (0%)","0.034 ms (0%)","0.841 ms (0%)","0.758 ms (0%)","17"
"java.nio.CharBuffer.limit (int)","0.038 ms (0%)","0.034 ms (0%)","0.079 ms (0%)","0.070 ms (0%)","44"
"sun.nio.cs.StreamEncoder.implFlushBuffer ()","0.038 ms (0%)","0.034 ms (0%)","1.68 ms (0%)","1.21 ms (0%)","44"
"java.util.zip.ZipFile$ZipFileInflaterInputStream.fill ()","0.036 ms (0%)","0.033 ms (0%)","0.697 ms (0%)","0.572 ms (0%)","17"
"java.lang.String.concat (String)","0.033 ms (0%)","0.032 ms (0%)","0.396 ms (0%)","0.345 ms (0%)","17"
"java.util.WeakHashMap.expungeStaleEntries ()","0.033 ms (0%)","0.032 ms (0%)","0.043 ms (0%)","0.041 ms (0%)","51"
"java.util.zip.ZipFile$CleanableResource.releaseInflater (java.util.zip.Inflater)","0.038 ms (0%)","0.032 ms (0%)","0.126 ms (0%)","0.111 ms (0%)","17"
