"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"sun.net.util.URLUtil.urlNoFragString (java.net.URL)","0.124 ms (0%)","0.121 ms (0%)","0.819 ms (0%)","0.803 ms (0%)","17"
"java.util.zip.ZipFile.getEntry (String)","0.135 ms (0%)","0.121 ms (0%)","2.95 ms (0%)","1.13 ms (0%)","17"
"java.lang.StringBuilder.toString ()","0.117 ms (0%)","0.118 ms (0%)","0.397 ms (0%)","0.345 ms (0%)","248"
"jdk.internal.loader.BuiltinClassLoader.defineClass (String, jdk.internal.loader.Resource)","0.137 ms (0%)","0.117 ms (0%)","16.8 ms (0%)","7.51 ms (0%)","17"
"java.io.Writer.write (String)","0.113 ms (0%)","0.110 ms (0%)","0.522 ms (0%)","0.509 ms (0%)","87"
"java.util.concurrent.ConcurrentHashMap.addCount (long, int)","0.116 ms (0%)","0.109 ms (0%)","0.982 ms (0%)","0.957 ms (0%)","125"
"java.lang.String.getChars (int, int, char[], int)","0.110 ms (0%)","0.107 ms (0%)","0.192 ms (0%)","0.188 ms (0%)","87"
"java.lang.ClassLoader.checkName (String)","0.114 ms (0%)","0.104 ms (0%)","0.504 ms (0%)","0.480 ms (0%)","92"
"java.lang.StringLatin1.regionMatchesCI (byte[], int, byte[], int, int)","0.117 ms (0%)","0.104 ms (0%)","0.356 ms (0%)","0.340 ms (0%)","51"
"java.lang.AbstractStringBuilder.newCapacity (int)","0.109 ms (0%)","0.104 ms (0%)","0.202 ms (0%)","0.196 ms (0%)","152"
"java.lang.StringConcatHelper.simpleConcat (Object, Object)","0.125 ms (0%)","0.103 ms (0%)","0.444 ms (0%)","0.417 ms (0%)","18"
"jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull (String)","0.115 ms (0%)","0.102 ms (0%)","23.7 ms (0%)","12.2 ms (0%)","17"
"java.io.BufferedOutputStream.flushBuffer ()","0.106 ms (0%)","0.102 ms (0%)","0.817 ms (0%)","0.813 ms (0%)","88"
"java.lang.String.replace (char, char)","0.075 ms (0%)","0.100 ms (0%)","0.270 ms (0%)","0.263 ms (0%)","56"
"java.util.Arrays.copyOf (byte[], int)","0.100 ms (0%)","0.100 ms (0%)","0.109 ms (0%)","0.109 ms (0%)","184"
"java.io.PrintStream.write (byte[], int, int)","0.119 ms (0%)","0.100 ms (0%)","1.2 ms (0%)","0.992 ms (0%)","44"
"java.util.zip.InflaterInputStream.read (byte[], int, int)","0.109 ms (0%)","0.099 ms (0%)","1.21 ms (0%)","1.16 ms (0%)","34"
"java.lang.StringConcatHelper.newArray (long)","0.101 ms (0%)","0.098 ms (0%)","0.232 ms (0%)","0.224 ms (0%)","90"
"java.lang.String.regionMatches (boolean, int, String, int, int)","0.088 ms (0%)","0.098 ms (0%)","0.502 ms (0%)","0.483 ms (0%)","51"
"java.net.URLStreamHandler.toExternalForm (java.net.URL)","0.097 ms (0%)","0.095 ms (0%)","0.502 ms (0%)","0.496 ms (0%)","17"
"sun.nio.cs.UTF_8$Encoder.encodeLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.099 ms (0%)","0.095 ms (0%)","0.719 ms (0%)","0.702 ms (0%)","44"
"jdk.internal.misc.Unsafe.allocateUninitializedArray (Class, int)","0.099 ms (0%)","0.094 ms (0%)","0.126 ms (0%)","0.121 ms (0%)","90"
"java.lang.StringLatin1.replace (byte[], char, char)","0.094 ms (0%)","0.093 ms (0%)","0.155 ms (0%)","0.152 ms (0%)","56"
"sun.nio.cs.StreamEncoder.write (char[], int, int)","0.093 ms (0%)","0.089 ms (0%)","2.10 ms (0%)","1.58 ms (0%)","44"
"java.lang.String.lastIndexOf (int, int)","0.093 ms (0%)","0.088 ms (0%)","0.286 ms (0%)","0.270 ms (0%)","153"
"java.lang.AbstractStringBuilder.append (int)","0.089 ms (0%)","0.087 ms (0%)","0.159 ms (0%)","0.157 ms (0%)","60"
"sun.nio.cs.StreamEncoder.implWrite (char[], int, int)","0.096 ms (0%)","0.087 ms (0%)","1.99 ms (0%)","1.48 ms (0%)","44"
"jdk.internal.loader.URLClassPath$JarLoader$2.getBytes ()","0.089 ms (0%)","0.086 ms (0%)","1.81 ms (0%)","1.72 ms (0%)","17"
"jdk.internal.loader.Resource.getBytes ()","0.097 ms (0%)","0.085 ms (0%)","1.72 ms (0%)","1.63 ms (0%)","17"
"java.util.WeakHashMap.put (Object, Object)","0.089 ms (0%)","0.085 ms (0%)","0.178 ms (0%)","0.167 ms (0%)","18"
"java.lang.Character.toLowerCase (int)","0.084 ms (0%)","0.083 ms (0%)","0.153 ms (0%)","0.150 ms (0%)","102"
"java.lang.String.lastIndexOf (int)","0.086 ms (0%)","0.081 ms (0%)","0.448 ms (0%)","0.419 ms (0%)","136"
"java.io.RandomAccessFile.read (byte[], int, int)","0.080 ms (0%)","0.081 ms (0%)","0.080 ms (0%)","0.081 ms (0%)","36"
"java.lang.StringConcatHelper.mix (long, String)","0.081 ms (0%)","0.080 ms (0%)","0.128 ms (0%)","0.123 ms (0%)","88"
"java.lang.String.indexOf (int)","0.085 ms (0%)","0.077 ms (0%)","0.324 ms (0%)","0.312 ms (0%)","121"
"java.lang.Class.getName ()","0.094 ms (0%)","0.077 ms (0%)","0.094 ms (0%)","0.077 ms (0%)","354"
"java.lang.Class.getPackageName ()","0.077 ms (0%)","0.077 ms (0%)","0.195 ms (0%)","0.195 ms (0%)","45"
"sun.net.www.ParseUtil.firstEncodeIndex (String)","0.081 ms (0%)","0.076 ms (0%)","0.212 ms (0%)","0.205 ms (0%)","17"
"sun.net.www.protocol.jar.Handler.parseContextSpec (java.net.URL, String)","0.083 ms (0%)","0.075 ms (0%)","0.669 ms (0%)","0.628 ms (0%)","17"
"jdk.internal.util.ArraysSupport.newLength (int, int, int)","0.075 ms (0%)","0.075 ms (0%)","0.094 ms (0%)","0.092 ms (0%)","163"
"java.lang.String.toLowerCase ()","0.078 ms (0%)","0.074 ms (0%)","0.255 ms (0%)","0.246 ms (0%)","34"
"java.lang.String.startsWith (String, int)","0.072 ms (0%)","0.073 ms (0%)","0.125 ms (0%)","0.125 ms (0%)","77"
"java.lang.CharacterDataLatin1.toLowerCase (int)","0.072 ms (0%)","0.072 ms (0%)","0.098 ms (0%)","0.097 ms (0%)","170"
"sun.nio.cs.UTF_8.updatePositions (java.nio.Buffer, int, java.nio.Buffer, int)","0.072 ms (0%)","0.072 ms (0%)","0.140 ms (0%)","0.139 ms (0%)","44"
"java.lang.ClassLoader.findLoadedClass (String)","0.071 ms (0%)","0.071 ms (0%)","0.422 ms (0%)","0.399 ms (0%)","44"
"java.lang.StringBuilder.append (char)","0.084 ms (0%)","0.071 ms (0%)","0.289 ms (0%)","0.267 ms (0%)","258"
"java.lang.ClassLoader.checkCerts (String, java.security.CodeSource)","0.072 ms (0%)","0.069 ms (0%)","0.168 ms (0%)","0.160 ms (0%)","17"
"java.util.jar.Attributes.putValue (String, String)","0.745 ms (0%)","0.069 ms (0%)","1.0 ms (0%)","0.327 ms (0%)","3"
"java.lang.String.newStringUTF8NoRepl (byte[], int, int)","0.067 ms (0%)","0.068 ms (0%)","0.104 ms (0%)","0.103 ms (0%)","18"
"java.util.ArrayList.grow (int)","0.072 ms (0%)","0.068 ms (0%)","0.151 ms (0%)","0.135 ms (0%)","52"
"java.util.WeakHashMap.remove (Object)","0.067 ms (0%)","0.067 ms (0%)","0.173 ms (0%)","0.167 ms (0%)","36"
"java.util.Arrays.copyOf (Object[], int)","0.078 ms (0%)","0.067 ms (0%)","0.161 ms (0%)","0.147 ms (0%)","80"
"java.util.jar.JarFile.entryFor (String)","1.83 ms (0%)","0.066 ms (0%)","1.84 ms (0%)","0.079 ms (0%)","17"
"java.lang.ref.ReferenceQueue.poll ()","0.080 ms (0%)","0.066 ms (0%)","0.086 ms (0%)","0.071 ms (0%)","506"
"java.io.BufferedWriter.flushBuffer ()","0.066 ms (0%)","0.065 ms (0%)","2.26 ms (0%)","1.71 ms (0%)","44"
"java.util.ArrayList.get (int)","0.063 ms (0%)","0.063 ms (0%)","0.146 ms (0%)","0.134 ms (0%)","34"
"java.lang.StringCoding.implEncodeAsciiArray (char[], int, byte[], int, int)","0.063 ms (0%)","0.063 ms (0%)","0.063 ms (0%)","0.063 ms (0%)","44"
"java.util.zip.ZipUtils.LG (byte[], int)","0.062 ms (0%)","0.062 ms (0%)","0.093 ms (0%)","0.092 ms (0%)","158"
"java.net.URLStreamHandler.setURL (java.net.URL, String, String, int, String, String, String, String, String)","0.070 ms (0%)","0.062 ms (0%)","0.247 ms (0%)","0.233 ms (0%)","17"
"java.util.concurrent.ConcurrentHashMap.putIfAbsent (Object, Object)","0.067 ms (0%)","0.061 ms (0%)","1.48 ms (0%)","1.45 ms (0%)","129"
"java.util.concurrent.ConcurrentHashMap.casTabAt (java.util.concurrent.ConcurrentHashMap.Node[], int, java.util.concurrent.ConcurrentHashMap.Node, java.util.concurrent.ConcurrentHashMap.Node)","0.062 ms (0%)","0.061 ms (0%)","0.062 ms (0%)","0.061 ms (0%)","204"
"java.util.ArrayList.add (Object)","0.068 ms (0%)","0.061 ms (0%)","0.295 ms (0%)","0.266 ms (0%)","114"
"java.lang.CharacterDataLatin1.toUpperCase (int)","0.061 ms (0%)","0.061 ms (0%)","0.081 ms (0%)","0.078 ms (0%)","106"
"java.util.zip.ZipFile$ZipFileInputStream.initDataOffset ()","0.068 ms (0%)","0.059 ms (0%)","0.290 ms (0%)","0.274 ms (0%)","18"
"java.io.OutputStreamWriter.write (char[], int, int)","0.082 ms (0%)","0.059 ms (0%)","2.19 ms (0%)","1.64 ms (0%)","44"
"java.lang.StringBuilder.append (int)","0.070 ms (0%)","0.058 ms (0%)","0.230 ms (0%)","0.215 ms (0%)","60"
"jdk.internal.loader.URLClassPath$JarLoader.getResource (String, boolean)","0.072 ms (0%)","0.058 ms (0%)","5.94 ms (0%)","3.90 ms (0%)","17"
"java.util.Objects.equals (Object, Object)","0.062 ms (0%)","0.058 ms (0%)","0.095 ms (0%)","0.090 ms (0%)","657"
"java.util.zip.ZipFile$ZipFileInputStream.read (byte[], int, int)","0.063 ms (0%)","0.058 ms (0%)","0.508 ms (0%)","0.483 ms (0%)","18"
"sun.nio.cs.StreamEncoder.flushBuffer ()","0.058 ms (0%)","0.058 ms (0%)","1.36 ms (0%)","1.31 ms (0%)","44"
"java.util.concurrent.ConcurrentHashMap.spread (int)","0.199 ms (0%)","0.057 ms (0%)","0.199 ms (0%)","0.057 ms (0%)","594"
"java.util.zip.ZipFile$ZipFileInflaterInputStream.close ()","0.056 ms (0%)","0.057 ms (0%)","0.442 ms (0%)","0.420 ms (0%)","18"
"java.lang.StringConcatHelper.prepend (long, byte[], String)","0.055 ms (0%)","0.056 ms (0%)","0.137 ms (0%)","0.134 ms (0%)","123"
"java.lang.String.getBytes (byte[], int, byte)","0.057 ms (0%)","0.056 ms (0%)","0.067 ms (0%)","0.066 ms (0%)","166"
"java.lang.String.toLowerCase (java.util.Locale)","0.060 ms (0%)","0.056 ms (0%)","0.164 ms (0%)","0.160 ms (0%)","34"
"java.io.BufferedWriter.newLine ()","0.056 ms (0%)","0.056 ms (0%)","0.155 ms (0%)","0.155 ms (0%)","44"
"java.util.zip.ZipUtils.SH (byte[], int)","0.055 ms (0%)","0.055 ms (0%)","0.055 ms (0%)","0.055 ms (0%)","490"
"java.lang.ClassLoader.postDefineClass (Class, java.security.ProtectionDomain)","0.071 ms (0%)","0.055 ms (0%)","0.269 ms (0%)","0.250 ms (0%)","17"
"jdk.internal.misc.Unsafe.putReferenceRelease (Object, long, Object)","0.070 ms (0%)","0.055 ms (0%)","0.070 ms (0%)","0.055 ms (0%)","443"
"jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass (String, boolean)","0.056 ms (0%)","0.054 ms (0%)","26.5 ms (0%)","15.0 ms (0%)","27"
"java.lang.StringLatin1.canEncode (int)","0.058 ms (0%)","0.054 ms (0%)","0.058 ms (0%)","0.054 ms (0%)","989"
"jdk.internal.loader.URLClassPath.getLoader (int)","0.064 ms (0%)","0.054 ms (0%)","0.176 ms (0%)","0.155 ms (0%)","17"
"java.lang.Class.getClassLoader ()","0.059 ms (0%)","0.054 ms (0%)","0.082 ms (0%)","0.075 ms (0%)","148"
"java.util.zip.ZipFile$Source.readFullyAt (byte[], int, int, long)","0.060 ms (0%)","0.054 ms (0%)","0.179 ms (0%)","0.172 ms (0%)","18"
"java.lang.Math.min (int, int)","0.066 ms (0%)","0.053 ms (0%)","0.066 ms (0%)","0.053 ms (0%)","951"
"java.lang.StringLatin1.hashCode (byte[])","0.055 ms (0%)","0.053 ms (0%)","0.055 ms (0%)","0.053 ms (0%)","434"
"java.util.jar.JarFile.getEntry (String)","0.059 ms (0%)","0.051 ms (0%)","3.7 ms (0%)","1.23 ms (0%)","17"
"java.util.jar.JarFile.isMultiRelease ()","0.054 ms (0%)","0.051 ms (0%)","0.068 ms (0%)","0.063 ms (0%)","34"
"java.nio.CharBuffer.position (int)","0.052 ms (0%)","0.051 ms (0%)","0.088 ms (0%)","0.088 ms (0%)","88"
"java.util.jar.Attributes$Name.<clinit> ()","0.049 ms (0%)","0.050 ms (0%)","0.120 ms (0%)","0.119 ms (0%)","1"
"java.lang.StringLatin1.indexOfChar (byte[], int, int, int)","0.051 ms (0%)","0.049 ms (0%)","0.051 ms (0%)","0.049 ms (0%)","476"
"java.lang.StringLatin1.equals (byte[], byte[])","0.050 ms (0%)","0.049 ms (0%)","0.050 ms (0%)","0.049 ms (0%)","127"
"java.lang.AbstractStringBuilder.getCoder ()","0.050 ms (0%)","0.048 ms (0%)","0.050 ms (0%)","0.048 ms (0%)","530"
"java.lang.AbstractStringBuilder.isLatin1 ()","0.050 ms (0%)","0.048 ms (0%)","0.050 ms (0%)","0.048 ms (0%)","566"
"java.net.URL.isBuiltinStreamHandler (java.net.URLStreamHandler)","0.049 ms (0%)","0.048 ms (0%)","0.107 ms (0%)","0.106 ms (0%)","17"
"java.util.jar.JarFile.getInputStream (java.util.zip.ZipEntry)","0.056 ms (0%)","0.048 ms (0%)","0.934 ms (0%)","0.874 ms (0%)","17"
"java.lang.StringLatin1.toLowerCase (String, byte[], java.util.Locale)","0.047 ms (0%)","0.048 ms (0%)","0.098 ms (0%)","0.098 ms (0%)","34"
"java.lang.System$2.encodeASCII (char[], int, byte[], int, int)","0.050 ms (0%)","0.048 ms (0%)","0.115 ms (0%)","0.114 ms (0%)","44"
"java.util.Objects.checkIndex (int, int)","0.058 ms (0%)","0.047 ms (0%)","0.070 ms (0%)","0.058 ms (0%)","34"
"java.lang.Math.max (int, int)","0.062 ms (0%)","0.047 ms (0%)","0.062 ms (0%)","0.047 ms (0%)","671"
"java.lang.System.getSecurityManager ()","0.048 ms (0%)","0.046 ms (0%)","0.076 ms (0%)","0.072 ms (0%)","75"
"jdk.internal.loader.URLClassPath.getResource (String, boolean)","0.054 ms (0%)","0.046 ms (0%)","6.18 ms (0%)","4.10 ms (0%)","17"
"java.util.zip.ZipCoder$UTF8ZipCoder.toString (byte[], int, int)","0.048 ms (0%)","0.046 ms (0%)","0.181 ms (0%)","0.172 ms (0%)","18"
"java.io.BufferedOutputStream.flush ()","0.052 ms (0%)","0.046 ms (0%)","0.870 ms (0%)","0.859 ms (0%)","88"
"java.util.jar.Attributes.read (java.util.jar.Manifest.FastInputStream, byte[], String, int)","0.046 ms (0%)","0.046 ms (0%)","1.15 ms (0%)","0.478 ms (0%)","1"
"jdk.internal.loader.BuiltinClassLoader.loadClass (String, boolean)","0.049 ms (0%)","0.045 ms (0%)","26.4 ms (0%)","14.9 ms (0%)","27"
"java.util.ArrayDeque.pollFirst ()","0.047 ms (0%)","0.045 ms (0%)","0.055 ms (0%)","0.053 ms (0%)","18"
"java.lang.String.startsWith (String)","0.049 ms (0%)","0.045 ms (0%)","0.178 ms (0%)","0.174 ms (0%)","77"
"java.util.ArrayList.add (Object, Object[], int)","0.049 ms (0%)","0.045 ms (0%)","0.223 ms (0%)","0.201 ms (0%)","114"
"java.nio.CharBuffer.limit (int)","0.049 ms (0%)","0.045 ms (0%)","0.057 ms (0%)","0.051 ms (0%)","44"
"jdk.internal.ref.PhantomCleanable.clean ()","0.050 ms (0%)","0.044 ms (0%)","0.240 ms (0%)","0.224 ms (0%)","18"
"java.lang.ClassLoader.preDefineClass (String, java.security.ProtectionDomain)","0.046 ms (0%)","0.044 ms (0%)","0.304 ms (0%)","0.293 ms (0%)","17"
"jdk.internal.ref.CleanerImpl.getCleanerImpl (java.lang.ref.Cleaner)","0.049 ms (0%)","0.043 ms (0%)","0.103 ms (0%)","0.096 ms (0%)","48"
"jdk.internal.loader.BuiltinClassLoader.definePackage (String, java.util.jar.Manifest, java.net.URL)","0.046 ms (0%)","0.043 ms (0%)","5.96 ms (0%)","0.325 ms (0%)","1"
"java.util.jar.JarFile.getJarEntry (String)","0.047 ms (0%)","0.042 ms (0%)","3.12 ms (0%)","1.27 ms (0%)","17"
"java.nio.ByteBuffer.flip ()","0.047 ms (0%)","0.042 ms (0%)","0.053 ms (0%)","0.049 ms (0%)","44"
"Harness.main (String[])","0.050 ms (0%)","0.041 ms (0%)","101,846 ms (11%)","97,998 ms (11%)","1"
"java.lang.ClassLoader.getClassLoadingLock (String)","0.044 ms (0%)","0.041 ms (0%)","1.29 ms (0%)","1.26 ms (0%)","44"
"java.lang.String.concat (String)","0.044 ms (0%)","0.041 ms (0%)","0.493 ms (0%)","0.463 ms (0%)","18"
"java.lang.String.indexOf (byte[], byte, int, String, int)","0.041 ms (0%)","0.041 ms (0%)","0.063 ms (0%)","0.063 ms (0%)","17"
