"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"deltablue.BinaryConstraint.recalculate ()","1,381 ms (1.6%)","1,273 ms (1.6%)","3,118 ms (0.4%)","2,928 ms (0.4%)","12,000,000"
"deltablue.Variable.addConstraint (deltablue.AbstractConstraint)","1,304 ms (1.5%)","1,254 ms (1.5%)","2,066 ms (0.3%)","1,982 ms (0.3%)","16,800,240"
"deltablue.Planner.removePropagateFrom (deltablue.Variable)","1,286 ms (1.5%)","1,229 ms (1.5%)","9,139 ms (1.2%)","8,769 ms (1.2%)","200"
"deltablue.BinaryConstraint.chooseMethod (int)","1,242 ms (1.5%)","1,158 ms (1.4%)","1,922 ms (0.3%)","1,783 ms (0.2%)","12,000,080"
"deltablue.Planner.incrementalAdd (deltablue.AbstractConstraint)","1,175 ms (1.4%)","1,120 ms (1.4%)","31,172 ms (4.1%)","29,698 ms (4.1%)","7,200,360"
"som.Vector.with (Object)","1,191 ms (1.4%)","1,091 ms (1.3%)","1,804 ms (0.2%)","1,674 ms (0.2%)","14,400,840"
"som.Dictionary.at (som.Dictionary.CustomHash)","1,133 ms (1.3%)","1,091 ms (1.3%)","2,637 ms (0.3%)","2,522 ms (0.3%)","7,200,242"
"deltablue.Strength.weaker (deltablue.Strength)","1,127 ms (1.3%)","1,072 ms (1.3%)","1,127 ms (0.1%)","1,072 ms (0.1%)","28,800,240"
"deltablue.Planner.projectionTest (int)","1,018 ms (1.2%)","985 ms (1.2%)","36,813 ms (4.9%)","35,482 ms (4.9%)","40"
"deltablue.AbstractConstraint.addConstraint (deltablue.Planner)","988 ms (1.2%)","912 ms (1.1%)","30,747 ms (4.1%)","29,268 ms (4%)","7,200,240"
"som.Dictionary.getBucket (int)","597 ms (0.7%)","580 ms (0.7%)","921 ms (0.1%)","889 ms (0.1%)","7,200,242"
"deltablue.Strength.of (deltablue.Strength.Sym)","615 ms (0.7%)","575 ms (0.7%)","3,252 ms (0.4%)","3,097 ms (0.4%)","7,200,242"
"deltablue.AbstractConstraint.inputsKnown (int)","585 ms (0.7%)","572 ms (0.7%)","878 ms (0.1%)","853 ms (0.1%)","7,200,280"
"deltablue.Planner.constraintsConsuming (deltablue.Variable, som.ForEachInterface)","558 ms (0.7%)","542 ms (0.7%)","5,073 ms (0.7%)","4,887 ms (0.7%)","7,200,280"
"deltablue.Strength.stronger (deltablue.Strength)","562 ms (0.7%)","529 ms (0.6%)","562 ms (0.1%)","529 ms (0.1%)","14,400,440"
"deltablue.ScaleConstraint.addToGraph ()","524 ms (0.6%)","506 ms (0.6%)","1,721 ms (0.2%)","1,659 ms (0.2%)","2,400,000"
"deltablue.Variable.value (int)","434 ms (0.5%)","417 ms (0.5%)","631 ms (0.1%)","601 ms (0.1%)","4,800,080"
"deltablue.BinaryConstraint.inputsDo (som.ForEachInterface)","383 ms (0.4%)","372 ms (0.5%)","383 ms (0.1%)","372 ms (0.1%)","9,600,000"
"deltablue.Strength.absoluteWeakest ()","359 ms (0.4%)","309 ms (0.4%)","359 ms (0%)","309 ms (0%)","7,140,319"
"som.Dictionary.getBucketIdx (int)","324 ms (0.4%)","308 ms (0.4%)","324 ms (0%)","308 ms (0%)","7,200,266"
"deltablue.BinaryConstraint.addToGraph ()","299 ms (0.3%)","287 ms (0.4%)","877 ms (0.1%)","833 ms (0.1%)","2,400,000"
"deltablue.BinaryConstraint.inputsHasOne (som.TestInterface)","291 ms (0.3%)","278 ms (0.3%)","291 ms (0%)","278 ms (0%)","7,200,080"
"som.Dictionary.hash (som.Dictionary.CustomHash)","296 ms (0.3%)","272 ms (0.3%)","296 ms (0%)","272 ms (0%)","7,200,266"
"som.IdentityDictionary$IdEntry.match (int, Object)","285 ms (0.3%)","270 ms (0.3%)","285 ms (0%)","270 ms (0%)","7,200,242"
"deltablue.Planner.newMark ()","283 ms (0.3%)","268 ms (0.3%)","283 ms (0%)","268 ms (0%)","7,200,560"
"deltablue.BinaryConstraint.markUnsatisfied ()","264 ms (0.3%)","256 ms (0.3%)","264 ms (0%)","256 ms (0%)","7,200,080"
"deltablue.Planner.chainTest (int)","244 ms (0.3%)","233 ms (0.3%)","48,714 ms (6.4%)","46,408 ms (6.4%)","40"
"deltablue.UnaryConstraint.addToGraph ()","205 ms (0.2%)","200 ms (0.2%)","496 ms (0.1%)","483 ms (0.1%)","2,400,240"
"deltablue.UnaryConstraint.recalculate ()","195 ms (0.2%)","191 ms (0.2%)","292 ms (0%)","284 ms (0%)","2,400,360"
"deltablue.UnaryConstraint.chooseMethod (int)","196 ms (0.2%)","189 ms (0.2%)","291 ms (0%)","282 ms (0%)","2,400,480"
"som.Vector.at (int)","190 ms (0.2%)","181 ms (0.2%)","190 ms (0%)","181 ms (0%)","4,799,920"
"java.util.Arrays.setAll (Object[], java.util.function.IntFunction)","184 ms (0.2%)","161 ms (0.2%)","370 ms (0%)","308 ms (0%)","40"
"deltablue.ScaleConstraint.inputsDo (som.ForEachInterface)","100 ms (0.1%)","98.9 ms (0.1%)","100 ms (0%)","98.9 ms (0%)","2,400,080"
"deltablue.AbstractConstraint.isInput ()","97.3 ms (0.1%)","93.4 ms (0.1%)","97.3 ms (0%)","93.4 ms (0%)","2,400,160"
"java.util.Arrays.copyOf (Object[], int, Class)","24.4 ms (0%)","24.5 ms (0%)","24.8 ms (0%)","24.8 ms (0%)","5,373"
"java.util.Arrays.copyOf (Object[], int)","10.2 ms (0%)","10.1 ms (0%)","34.9 ms (0%)","34.9 ms (0%)","7,882"
"som.Vector.remove (Object)","8.76 ms (0%)","8.29 ms (0%)","73.2 ms (0%)","72.1 ms (0%)","400"
"Run.reportBenchmark ()","15.2 ms (0%)","8.17 ms (0%)","32.5 ms (0%)","13.0 ms (0%)","1"
"java.lang.String.charAt (int)","8.25 ms (0%)","8.11 ms (0%)","20.0 ms (0%)","13.4 ms (0%)","28,088"
"deltablue.Plan.execute ()","4.4 ms (0%)","3.96 ms (0%)","27,345 ms (3.6%)","26,362 ms (3.6%)","5,600"
"deltablue.Planner.change (deltablue.Variable, int)","3.35 ms (0%)","3.36 ms (0%)","21,603 ms (2.9%)","20,853 ms (2.9%)","160"
"java.lang.String.isLatin1 ()","8.48 ms (0%)","2.84 ms (0%)","8.48 ms (0%)","2.84 ms (0%)","31,295"
"java.lang.StringLatin1.charAt (byte[], int)","3.43 ms (0%)","2.63 ms (0%)","3.43 ms (0%)","2.63 ms (0%)","28,088"
"java.lang.ClassLoader.defineClass (String, byte[], int, int, java.security.ProtectionDomain)","2.71 ms (0%)","2.53 ms (0%)","12.1 ms (0%)","10.7 ms (0%)","38"
"deltablue.Planner.incrementalRemove (deltablue.AbstractConstraint)","2.19 ms (0%)","2.17 ms (0%)","13,690 ms (1.8%)","13,130 ms (1.8%)","200"
"deltablue.Planner.extractPlanFromConstraints (som.Vector)","2.27 ms (0%)","2.8 ms (0%)","7,883 ms (1%)","7,570 ms (1%)","200"
"deltablue.Strength.createStrengthConstants ()","2.29 ms (0%)","2.5 ms (0%)","8.98 ms (0%)","7.96 ms (0%)","1"
"java.lang.String.length ()","1.96 ms (0%)","1.92 ms (0%)","3.7 ms (0%)","3.2 ms (0%)","6,934"
"Run.printResult (long)","2.9 ms (0%)","1.38 ms (0%)","5.88 ms (0%)","5.12 ms (0%)","40"
"java.util.concurrent.ConcurrentHashMap.get (Object)","1.30 ms (0%)","1.30 ms (0%)","2.31 ms (0%)","2.28 ms (0%)","758"
"java.lang.String.coder ()","1.17 ms (0%)","1.14 ms (0%)","1.17 ms (0%)","1.14 ms (0%)","10,146"
"Run.getSuiteFromName (String)","1.10 ms (0%)","1.8 ms (0%)","2.95 ms (0%)","2.85 ms (0%)","1"
"java.util.zip.Inflater.inflate (byte[], int, int)","0.950 ms (0%)","0.946 ms (0%)","1.16 ms (0%)","1.16 ms (0%)","107"
"java.lang.String.hashCode ()","0.952 ms (0%)","0.880 ms (0%)","1.33 ms (0%)","1.24 ms (0%)","4,390"
"java.lang.AbstractStringBuilder.append (String)","0.886 ms (0%)","0.836 ms (0%)","5.61 ms (0%)","5.35 ms (0%)","1,040"
"java.lang.AbstractStringBuilder.putStringAt (int, String, int, int)","0.837 ms (0%)","0.821 ms (0%)","1.89 ms (0%)","1.80 ms (0%)","1,040"
"java.io.FileOutputStream.write (byte[], int, int)","0.790 ms (0%)","0.785 ms (0%)","0.798 ms (0%)","0.794 ms (0%)","44"
"java.util.concurrent.ConcurrentHashMap.putVal (Object, Object, boolean)","0.670 ms (0%)","0.667 ms (0%)","1.48 ms (0%)","1.45 ms (0%)","242"
"Run.runBenchmark ()","0.614 ms (0%)","0.612 ms (0%)","85,581 ms (11.3%)","81,919 ms (11.3%)","1"
"java.lang.ClassLoader.findBootstrapClassOrNull (String)","0.611 ms (0%)","0.610 ms (0%)","0.968 ms (0%)","0.968 ms (0%)","52"
"java.lang.String.substring (int, int)","0.581 ms (0%)","0.575 ms (0%)","1.71 ms (0%)","1.69 ms (0%)","712"
"java.lang.AbstractStringBuilder.putStringAt (int, String)","0.624 ms (0%)","0.533 ms (0%)","3.3 ms (0%)","2.85 ms (0%)","1,040"
"jdk.internal.loader.URLClassPath$JarLoader.checkResource (String, boolean, java.util.jar.JarEntry)","0.578 ms (0%)","0.525 ms (0%)","9.66 ms (0%)","9.3 ms (0%)","38"
"java.util.concurrent.ConcurrentHashMap.tabAt (java.util.concurrent.ConcurrentHashMap.Node[], int)","0.497 ms (0%)","0.491 ms (0%)","0.710 ms (0%)","0.701 ms (0%)","1,318"
"java.util.zip.ZipFile.getInputStream (java.util.zip.ZipEntry)","0.503 ms (0%)","0.489 ms (0%)","2.15 ms (0%)","2.10 ms (0%)","39"
"deltablue.AbstractConstraint.destroyConstraint (deltablue.Planner)","0.489 ms (0%)","0.488 ms (0%)","13,726 ms (1.8%)","13,166 ms (1.8%)","200"
"java.util.Arrays.copyOfRange (byte[], int, int)","0.470 ms (0%)","0.477 ms (0%)","0.611 ms (0%)","0.608 ms (0%)","1,196"
"java.lang.String.indexOf (int, int)","0.475 ms (0%)","0.467 ms (0%)","1.48 ms (0%)","1.44 ms (0%)","923"
"java.lang.AbstractStringBuilder.ensureCapacityInternal (int)","0.479 ms (0%)","0.464 ms (0%)","1.21 ms (0%)","1.18 ms (0%)","1,742"
"java.lang.StringLatin1.indexOf (byte[], int, int)","0.478 ms (0%)","0.458 ms (0%)","0.812 ms (0%)","0.784 ms (0%)","923"
"java.lang.String.getBytes (byte[], int, int, byte, int)","0.495 ms (0%)","0.453 ms (0%)","0.650 ms (0%)","0.601 ms (0%)","1,040"
"java.lang.Math.min (int, int)","0.551 ms (0%)","0.446 ms (0%)","0.551 ms (0%)","0.446 ms (0%)","7,130"
"jdk.internal.loader.BuiltinClassLoader.loadClassOrNull (String, boolean)","0.434 ms (0%)","0.424 ms (0%)","43.9 ms (0%)","40.2 ms (0%)","86"
"java.lang.StringLatin1.replace (byte[], char, char)","0.399 ms (0%)","0.408 ms (0%)","0.878 ms (0%)","0.821 ms (0%)","305"
"java.lang.StringLatin1.newString (byte[], int, int)","0.421 ms (0%)","0.406 ms (0%)","1.3 ms (0%)","1.2 ms (0%)","1,151"
"java.lang.StringLatin1.lastIndexOf (byte[], int, int)","0.394 ms (0%)","0.390 ms (0%)","0.584 ms (0%)","0.573 ms (0%)","368"
"java.lang.StringConcatHelper.simpleConcat (Object, Object)","0.396 ms (0%)","0.388 ms (0%)","1.75 ms (0%)","1.71 ms (0%)","60"
"deltablue.Variable.removeConstraint (deltablue.AbstractConstraint)","0.388 ms (0%)","0.386 ms (0%)","73.6 ms (0%)","72.5 ms (0%)","400"
"java.lang.StringBuilder.append (String)","0.449 ms (0%)","0.376 ms (0%)","6.10 ms (0%)","5.76 ms (0%)","1,040"
"java.util.zip.ZipFile.getZipEntry (String, int)","0.390 ms (0%)","0.372 ms (0%)","1.32 ms (0%)","1.28 ms (0%)","38"
"java.lang.String.equals (Object)","0.471 ms (0%)","0.372 ms (0%)","0.633 ms (0%)","0.534 ms (0%)","1,587"
"deltablue.UnaryConstraint.removeFromGraph ()","0.382 ms (0%)","0.371 ms (0%)","74.0 ms (0%)","72.9 ms (0%)","400"
"sun.net.www.ParseUtil.firstEncodeIndex (String)","0.387 ms (0%)","0.370 ms (0%)","1.77 ms (0%)","1.74 ms (0%)","38"
"Run.measure (Benchmark)","0.368 ms (0%)","0.367 ms (0%)","85,541 ms (11.3%)","81,904 ms (11.3%)","40"
"sun.nio.cs.UTF_8$Encoder.encodeArrayLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.363 ms (0%)","0.354 ms (0%)","0.769 ms (0%)","0.737 ms (0%)","44"
"java.lang.ref.Cleaner.register (Object, Runnable)","0.344 ms (0%)","0.346 ms (0%)","0.746 ms (0%)","0.731 ms (0%)","71"
"java.lang.AbstractStringBuilder.append (char)","0.334 ms (0%)","0.336 ms (0%)","0.594 ms (0%)","0.584 ms (0%)","574"
"DeltaBlue.innerBenchmarkLoop (int)","0.339 ms (0%)","0.334 ms (0%)","85,535 ms (11.3%)","81,898 ms (11.3%)","40"
"Harness.processArguments (String[])","0.336 ms (0%)","0.315 ms (0%)","17.2 ms (0%)","14.8 ms (0%)","1"
"java.lang.String.lastIndexOf (int, int)","0.320 ms (0%)","0.313 ms (0%)","1.6 ms (0%)","1.3 ms (0%)","368"
"som.Vector.sort (java.util.Comparator)","0.299 ms (0%)","0.299 ms (0%)","0.432 ms (0%)","0.428 ms (0%)","200"
"jdk.internal.loader.BuiltinClassLoader.defineClass (String, jdk.internal.loader.Resource)","0.313 ms (0%)","0.293 ms (0%)","25.6 ms (0%)","23.3 ms (0%)","38"
"java.util.Arrays.copyOf (byte[], int)","0.286 ms (0%)","0.292 ms (0%)","0.363 ms (0%)","0.361 ms (0%)","396"
"java.lang.String.startsWith (String, int)","0.285 ms (0%)","0.288 ms (0%)","0.659 ms (0%)","0.652 ms (0%)","207"
"java.util.zip.ZipFile$Source.getEntryPos (String, boolean)","0.312 ms (0%)","0.286 ms (0%)","1.44 ms (0%)","1.34 ms (0%)","39"
"java.util.zip.ZipUtils.LG (byte[], int)","0.281 ms (0%)","0.284 ms (0%)","0.487 ms (0%)","0.480 ms (0%)","347"
"java.lang.ClassLoader.checkName (String)","0.287 ms (0%)","0.281 ms (0%)","1.46 ms (0%)","1.37 ms (0%)","176"
"java.lang.StringLatin1.regionMatchesCI (byte[], int, byte[], int, int)","0.628 ms (0%)","0.279 ms (0%)","1.50 ms (0%)","1.15 ms (0%)","114"
"java.lang.String.lastIndexOf (int)","0.279 ms (0%)","0.273 ms (0%)","1.60 ms (0%)","1.56 ms (0%)","330"
"java.lang.String.regionMatches (boolean, int, String, int, int)","0.267 ms (0%)","0.271 ms (0%)","2.5 ms (0%)","1.70 ms (0%)","114"
"java.lang.StringConcatHelper.newArray (long)","0.265 ms (0%)","0.266 ms (0%)","0.633 ms (0%)","0.628 ms (0%)","365"
"java.lang.CharacterDataLatin1.toLowerCase (int)","0.265 ms (0%)","0.264 ms (0%)","0.377 ms (0%)","0.373 ms (0%)","380"
"java.lang.Class.getPackageName ()","0.263 ms (0%)","0.261 ms (0%)","0.860 ms (0%)","0.839 ms (0%)","195"
"java.lang.StringBuilder.toString ()","2.65 ms (0%)","0.256 ms (0%)","3.26 ms (0%)","0.854 ms (0%)","533"
"java.lang.Character.toLowerCase (int)","0.254 ms (0%)","0.253 ms (0%)","0.567 ms (0%)","0.565 ms (0%)","228"
"java.util.Objects.requireNonNull (Object)","0.306 ms (0%)","0.250 ms (0%)","0.306 ms (0%)","0.250 ms (0%)","2,270"
"java.lang.String.replace (char, char)","0.290 ms (0%)","0.249 ms (0%)","1.25 ms (0%)","1.15 ms (0%)","305"
"java.io.PrintStream.println (String)","0.250 ms (0%)","0.249 ms (0%)","9.34 ms (0%)","4.53 ms (0%)","43"
"java.lang.System.getSecurityManager ()","0.497 ms (0%)","0.247 ms (0%)","0.613 ms (0%)","0.358 ms (0%)","551"
"java.lang.Class.getClassLoader ()","0.283 ms (0%)","0.241 ms (0%)","0.460 ms (0%)","0.402 ms (0%)","584"
"java.util.zip.InflaterInputStream.read (byte[], int, int)","0.252 ms (0%)","0.239 ms (0%)","3.14 ms (0%)","3.4 ms (0%)","68"
"sun.net.util.URLUtil.urlNoFragString (java.net.URL)","0.244 ms (0%)","0.237 ms (0%)","2.30 ms (0%)","2.27 ms (0%)","38"
"sun.net.www.protocol.jar.Handler.parseURL (java.net.URL, String, int, int)","0.244 ms (0%)","0.237 ms (0%)","5.47 ms (0%)","4.96 ms (0%)","38"
"java.lang.StringLatin1.canEncode (int)","0.310 ms (0%)","0.236 ms (0%)","0.310 ms (0%)","0.236 ms (0%)","2,432"
"java.io.RandomAccessFile.read (byte[], int, int)","0.228 ms (0%)","0.227 ms (0%)","0.228 ms (0%)","0.227 ms (0%)","78"
"jdk.internal.misc.Unsafe.allocateUninitializedArray (Class, int)","0.233 ms (0%)","0.226 ms (0%)","0.341 ms (0%)","0.336 ms (0%)","365"
"java.util.concurrent.ConcurrentHashMap.computeIfAbsent (Object, java.util.function.Function)","0.232 ms (0%)","0.223 ms (0%)","4.82 ms (0%)","0.616 ms (0%)","58"
"java.net.URLStreamHandler.toExternalForm (java.net.URL)","1.5 ms (0%)","0.219 ms (0%)","2.96 ms (0%)","2.10 ms (0%)","38"
"java.lang.StringConcatHelper.mix (long, String)","0.216 ms (0%)","0.215 ms (0%)","0.442 ms (0%)","0.437 ms (0%)","172"
"jdk.internal.loader.URLClassPath$JarLoader$2.getBytes ()","0.216 ms (0%)","0.213 ms (0%)","5.17 ms (0%)","4.60 ms (0%)","38"
"jdk.internal.loader.Resource.getBytes ()","0.213 ms (0%)","0.210 ms (0%)","4.91 ms (0%)","4.34 ms (0%)","38"
"java.lang.StringBuilder.append (char)","0.212 ms (0%)","0.203 ms (0%)","0.827 ms (0%)","0.806 ms (0%)","574"
"java.nio.CharBuffer.wrap (char[], int, int)","0.208 ms (0%)","0.202 ms (0%)","0.388 ms (0%)","0.375 ms (0%)","44"
"java.util.zip.ZipUtils.SH (byte[], int)","0.213 ms (0%)","0.199 ms (0%)","0.213 ms (0%)","0.199 ms (0%)","1,078"
"java.io.PrintStream.writeln (String)","0.208 ms (0%)","0.197 ms (0%)","9.5 ms (0%)","4.24 ms (0%)","43"
"java.lang.StringConcatHelper.prepend (long, byte[], String)","0.205 ms (0%)","0.196 ms (0%)","0.541 ms (0%)","0.527 ms (0%)","207"
"Run.printTotal ()","0.343 ms (0%)","0.194 ms (0%)","0.435 ms (0%)","0.282 ms (0%)","1"
"java.util.WeakHashMap.remove (Object)","0.191 ms (0%)","0.188 ms (0%)","0.543 ms (0%)","0.509 ms (0%)","78"
"java.util.concurrent.ConcurrentHashMap.addCount (long, int)","0.190 ms (0%)","0.187 ms (0%)","1.46 ms (0%)","0.227 ms (0%)","269"
"java.lang.CharacterDataLatin1.toUpperCase (int)","0.189 ms (0%)","0.186 ms (0%)","0.265 ms (0%)","0.263 ms (0%)","232"
"java.lang.String.newStringUTF8NoRepl (byte[], int, int)","0.180 ms (0%)","0.180 ms (0%)","0.374 ms (0%)","0.316 ms (0%)","39"
"java.lang.StringLatin1.hashCode (byte[])","0.181 ms (0%)","0.179 ms (0%)","0.181 ms (0%)","0.179 ms (0%)","830"
"java.lang.String.indexOf (int)","0.270 ms (0%)","0.177 ms (0%)","1.11 ms (0%)","1.2 ms (0%)","363"
"java.util.WeakHashMap.put (Object, Object)","0.180 ms (0%)","0.175 ms (0%)","0.352 ms (0%)","0.342 ms (0%)","39"
"Run.lambda$getSuiteFromName$2 ()","0.188 ms (0%)","0.175 ms (0%)","0.290 ms (0%)","0.277 ms (0%)","1"
"jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull (String)","0.186 ms (0%)","0.174 ms (0%)","39.5 ms (0%)","35.9 ms (0%)","38"
"java.lang.Class.getName ()","0.203 ms (0%)","0.174 ms (0%)","0.203 ms (0%)","0.174 ms (0%)","620"
"java.io.BufferedWriter.write (String, int, int)","0.167 ms (0%)","0.169 ms (0%)","0.397 ms (0%)","0.385 ms (0%)","87"
"java.io.PrintStream.write (byte[], int, int)","0.171 ms (0%)","0.168 ms (0%)","1.22 ms (0%)","1.20 ms (0%)","44"
"java.lang.AbstractStringBuilder.append (int)","0.173 ms (0%)","0.165 ms (0%)","0.304 ms (0%)","0.295 ms (0%)","122"
"java.lang.AbstractStringBuilder.newCapacity (int)","0.174 ms (0%)","0.163 ms (0%)","0.396 ms (0%)","0.380 ms (0%)","330"
"java.lang.AbstractStringBuilder.getCoder ()","0.160 ms (0%)","0.157 ms (0%)","0.160 ms (0%)","0.157 ms (0%)","1,040"
"sun.net.www.protocol.jar.Handler.parseContextSpec (java.net.URL, String)","0.162 ms (0%)","0.156 ms (0%)","1.85 ms (0%)","1.75 ms (0%)","38"
"java.lang.CharacterDataLatin1.getProperties (int)","0.157 ms (0%)","0.155 ms (0%)","0.157 ms (0%)","0.155 ms (0%)","612"
"java.lang.ClassLoader.checkCerts (String, java.security.CodeSource)","0.159 ms (0%)","0.155 ms (0%)","0.813 ms (0%)","0.797 ms (0%)","38"
"java.lang.ClassLoader.findLoadedClass (String)","0.153 ms (0%)","0.153 ms (0%)","0.920 ms (0%)","0.902 ms (0%)","86"
"deltablue.Strength.createStrengthTable ()","0.155 ms (0%)","0.153 ms (0%)","6.13 ms (0%)","5.49 ms (0%)","1"
"jdk.internal.loader.BuiltinClassLoader.findLoadedModule (String)","0.150 ms (0%)","0.150 ms (0%)","1.43 ms (0%)","1.41 ms (0%)","86"
"java.util.concurrent.ConcurrentHashMap.putIfAbsent (Object, Object)","0.155 ms (0%)","0.150 ms (0%)","1.66 ms (0%)","1.64 ms (0%)","242"
"java.lang.StringLatin1.indexOfChar (byte[], int, int, int)","0.150 ms (0%)","0.148 ms (0%)","0.150 ms (0%)","0.148 ms (0%)","885"
"jdk.internal.misc.Unsafe.getReferenceAcquire (Object, long)","0.151 ms (0%)","0.146 ms (0%)","0.151 ms (0%)","0.146 ms (0%)","873"
"jdk.internal.util.ArraysSupport.newLength (int, int, int)","0.147 ms (0%)","0.145 ms (0%)","0.214 ms (0%)","0.211 ms (0%)","343"
"java.util.zip.ZipFile.getEntry (String)","0.152 ms (0%)","0.144 ms (0%)","2.91 ms (0%)","2.76 ms (0%)","38"
"java.util.concurrent.ConcurrentHashMap.spread (int)","0.152 ms (0%)","0.140 ms (0%)","0.152 ms (0%)","0.140 ms (0%)","1,122"
"java.util.concurrent.ConcurrentHashMap.replaceNode (Object, Object, Object)","0.142 ms (0%)","0.140 ms (0%)","0.318 ms (0%)","0.310 ms (0%)","64"
"java.util.Objects.equals (Object, Object)","0.149 ms (0%)","0.136 ms (0%)","0.243 ms (0%)","0.224 ms (0%)","891"
"java.lang.String.getBytes (byte[], int, byte)","0.138 ms (0%)","0.133 ms (0%)","0.187 ms (0%)","0.181 ms (0%)","250"
"java.lang.ref.ReferenceQueue.poll ()","0.168 ms (0%)","0.133 ms (0%)","0.202 ms (0%)","0.165 ms (0%)","869"
"java.util.zip.ZipFile$ZipFileInputStream.read (byte[], int, int)","0.138 ms (0%)","0.131 ms (0%)","1.46 ms (0%)","1.40 ms (0%)","39"
"sun.nio.cs.StreamEncoder.writeBytes ()","0.190 ms (0%)","0.129 ms (0%)","6.15 ms (0%)","1.45 ms (0%)","44"
"java.io.BufferedOutputStream.flushBuffer ()","0.135 ms (0%)","0.129 ms (0%)","0.937 ms (0%)","0.926 ms (0%)","88"
"java.lang.StringLatin1.equals (byte[], byte[])","0.124 ms (0%)","0.127 ms (0%)","0.124 ms (0%)","0.127 ms (0%)","340"
"jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass (String, boolean)","0.135 ms (0%)","0.126 ms (0%)","44.5 ms (0%)","40.5 ms (0%)","48"
"java.util.zip.ZipFile$ZipFileInputStream.initDataOffset ()","0.128 ms (0%)","0.126 ms (0%)","0.783 ms (0%)","0.772 ms (0%)","39"
"sun.nio.cs.StreamEncoder.implWrite (java.nio.CharBuffer)","0.128 ms (0%)","0.126 ms (0%)","1.20 ms (0%)","1.15 ms (0%)","44"
"java.lang.StringLatin1.toLowerCase (String, byte[], java.util.Locale)","0.129 ms (0%)","0.124 ms (0%)","0.296 ms (0%)","0.290 ms (0%)","76"
"java.nio.charset.CharsetEncoder.encode (java.nio.CharBuffer, java.nio.ByteBuffer, boolean)","0.127 ms (0%)","0.122 ms (0%)","1.5 ms (0%)","1.0 ms (0%)","44"
"java.util.jar.JarFile.entryFor (String)","0.123 ms (0%)","0.121 ms (0%)","0.168 ms (0%)","0.164 ms (0%)","38"
"java.lang.ClassLoader.postDefineClass (Class, java.security.ProtectionDomain)","0.144 ms (0%)","0.121 ms (0%)","0.971 ms (0%)","0.928 ms (0%)","38"
"java.lang.String.startsWith (String)","0.125 ms (0%)","0.119 ms (0%)","0.809 ms (0%)","0.794 ms (0%)","207"
"java.net.URLStreamHandler.setURL (java.net.URL, String, String, int, String, String, String, String, String)","0.132 ms (0%)","0.119 ms (0%)","0.648 ms (0%)","0.622 ms (0%)","38"
"jdk.internal.ref.CleanerImpl.getCleanerImpl (java.lang.ref.Cleaner)","0.121 ms (0%)","0.118 ms (0%)","0.281 ms (0%)","0.266 ms (0%)","142"
