"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"Harness.processArguments (String[])","0.277 ms (0%)","0.265 ms (0%)","15.4 ms (0%)","14.4 ms (0%)","1"
"java.nio.CharBuffer.wrap (char[], int, int)","0.252 ms (0%)","0.246 ms (0%)","0.482 ms (0%)","0.463 ms (0%)","44"
"java.util.concurrent.ConcurrentHashMap.putVal (Object, Object, boolean)","0.238 ms (0%)","0.235 ms (0%)","0.469 ms (0%)","0.459 ms (0%)","100"
"java.util.concurrent.ConcurrentHashMap.tabAt (java.util.concurrent.ConcurrentHashMap.Node[], int)","0.232 ms (0%)","0.225 ms (0%)","0.307 ms (0%)","0.300 ms (0%)","662"
"java.io.PrintStream.writeln (String)","0.238 ms (0%)","0.222 ms (0%)","5.83 ms (0%)","4.53 ms (0%)","43"
"java.lang.String.indexOf (int, int)","0.211 ms (0%)","0.215 ms (0%)","0.610 ms (0%)","0.606 ms (0%)","383"
"jdk.internal.loader.URLClassPath$JarLoader.checkResource (String, boolean, java.util.jar.JarEntry)","0.221 ms (0%)","0.215 ms (0%)","2.22 ms (0%)","2.10 ms (0%)","16"
"java.lang.AbstractStringBuilder.putStringAt (int, String)","0.219 ms (0%)","0.215 ms (0%)","1.8 ms (0%)","1.7 ms (0%)","440"
"java.lang.StringLatin1.indexOf (byte[], int, int)","0.210 ms (0%)","0.210 ms (0%)","0.330 ms (0%)","0.327 ms (0%)","383"
"java.io.BufferedWriter.write (String, int, int)","0.210 ms (0%)","0.208 ms (0%)","0.525 ms (0%)","0.508 ms (0%)","87"
"Run.lambda$getSuiteFromName$8 ()","0.211 ms (0%)","0.204 ms (0%)","0.211 ms (0%)","0.204 ms (0%)","1"
"java.util.Objects.requireNonNull (Object)","0.239 ms (0%)","0.202 ms (0%)","0.239 ms (0%)","0.202 ms (0%)","1,163"
"java.lang.AbstractStringBuilder.ensureCapacityInternal (int)","0.211 ms (0%)","0.201 ms (0%)","0.388 ms (0%)","0.374 ms (0%)","705"
"java.util.zip.ZipFile.getZipEntry (String, int)","0.201 ms (0%)","0.185 ms (0%)","0.501 ms (0%)","0.470 ms (0%)","16"
"java.lang.StringLatin1.newString (byte[], int, int)","0.217 ms (0%)","0.183 ms (0%)","0.358 ms (0%)","0.326 ms (0%)","473"
"java.util.zip.ZipFile.getInputStream (java.util.zip.ZipEntry)","0.194 ms (0%)","0.183 ms (0%)","0.719 ms (0%)","0.675 ms (0%)","16"
"java.util.concurrent.ConcurrentHashMap.replaceNode (Object, Object, Object)","0.185 ms (0%)","0.182 ms (0%)","0.440 ms (0%)","0.423 ms (0%)","44"
"java.lang.String.getBytes (byte[], int, int, byte, int)","0.169 ms (0%)","0.170 ms (0%)","0.225 ms (0%)","0.223 ms (0%)","440"
"java.lang.AbstractStringBuilder.append (char)","0.162 ms (0%)","0.169 ms (0%)","0.299 ms (0%)","0.294 ms (0%)","207"
"java.lang.String.equals (Object)","0.186 ms (0%)","0.168 ms (0%)","0.205 ms (0%)","0.189 ms (0%)","736"
"java.lang.StringBuilder.append (String)","0.177 ms (0%)","0.163 ms (0%)","2.12 ms (0%)","2.6 ms (0%)","440"
"java.nio.charset.CharsetEncoder.encode (java.nio.CharBuffer, java.nio.ByteBuffer, boolean)","0.166 ms (0%)","0.163 ms (0%)","1.4 ms (0%)","1.2 ms (0%)","44"
"jdk.internal.loader.BuiltinClassLoader.loadClassOrNull (String, boolean)","0.178 ms (0%)","0.159 ms (0%)","11.6 ms (0%)","10.8 ms (0%)","37"
"sun.nio.cs.StreamEncoder.implWrite (java.nio.CharBuffer)","0.165 ms (0%)","0.158 ms (0%)","1.24 ms (0%)","1.21 ms (0%)","44"
"sun.nio.cs.StreamEncoder.writeBytes ()","0.158 ms (0%)","0.150 ms (0%)","2.70 ms (0%)","1.38 ms (0%)","44"
"java.lang.ref.ReferenceQueue.poll ()","0.178 ms (0%)","0.148 ms (0%)","0.218 ms (0%)","0.188 ms (0%)","475"
"java.util.Arrays.copyOfRange (byte[], int, int)","0.146 ms (0%)","0.146 ms (0%)","0.160 ms (0%)","0.157 ms (0%)","489"
"java.lang.String.getChars (int, int, char[], int)","0.150 ms (0%)","0.141 ms (0%)","0.279 ms (0%)","0.267 ms (0%)","87"
"java.util.concurrent.ConcurrentHashMap.computeIfAbsent (Object, java.util.function.Function)","0.139 ms (0%)","0.138 ms (0%)","0.411 ms (0%)","0.403 ms (0%)","36"
"sun.net.util.URLUtil.urlNoFragString (java.net.URL)","0.144 ms (0%)","0.136 ms (0%)","0.696 ms (0%)","0.676 ms (0%)","16"
"java.lang.StringBuilder.toString ()","0.129 ms (0%)","0.130 ms (0%)","0.387 ms (0%)","0.343 ms (0%)","207"
"java.io.BufferedOutputStream.flushBuffer ()","0.140 ms (0%)","0.130 ms (0%)","2.22 ms (0%)","0.923 ms (0%)","88"
"java.lang.ref.Cleaner.register (Object, Runnable)","0.128 ms (0%)","0.125 ms (0%)","0.237 ms (0%)","0.227 ms (0%)","21"
"sun.nio.cs.StreamEncoder.implWrite (char[], int, int)","0.130 ms (0%)","0.121 ms (0%)","1.86 ms (0%)","1.80 ms (0%)","44"
"java.util.concurrent.ConcurrentHashMap.addCount (long, int)","0.132 ms (0%)","0.120 ms (0%)","0.256 ms (0%)","0.243 ms (0%)","128"
"java.lang.StringConcatHelper.newArray (long)","0.124 ms (0%)","0.120 ms (0%)","0.197 ms (0%)","0.192 ms (0%)","74"
"java.io.PrintStream.write (byte[], int, int)","0.124 ms (0%)","0.119 ms (0%)","2.41 ms (0%)","1.10 ms (0%)","44"
"java.lang.StringLatin1.lastIndexOf (byte[], int, int)","0.121 ms (0%)","0.117 ms (0%)","0.151 ms (0%)","0.150 ms (0%)","138"
"java.util.zip.ZipFile$Source.getEntryPos (String, boolean)","0.142 ms (0%)","0.116 ms (0%)","0.525 ms (0%)","0.465 ms (0%)","16"
"java.lang.ClassLoader.checkName (String)","0.113 ms (0%)","0.111 ms (0%)","0.429 ms (0%)","0.414 ms (0%)","78"
"java.lang.AbstractStringBuilder.append (int)","0.112 ms (0%)","0.110 ms (0%)","0.192 ms (0%)","0.189 ms (0%)","52"
"sun.nio.cs.UTF_8$Encoder.encodeLoop (java.nio.CharBuffer, java.nio.ByteBuffer)","0.112 ms (0%)","0.106 ms (0%)","0.866 ms (0%)","0.846 ms (0%)","44"
"java.io.Writer.write (String)","0.107 ms (0%)","0.104 ms (0%)","0.656 ms (0%)","0.630 ms (0%)","87"
"java.lang.StringBuilder.append (char)","0.108 ms (0%)","0.101 ms (0%)","0.410 ms (0%)","0.399 ms (0%)","207"
"sun.nio.cs.StreamEncoder.write (char[], int, int)","0.107 ms (0%)","0.101 ms (0%)","1.98 ms (0%)","1.91 ms (0%)","44"
"java.lang.StringConcatHelper.simpleConcat (Object, Object)","0.112 ms (0%)","0.100 ms (0%)","0.415 ms (0%)","0.389 ms (0%)","16"
"jdk.internal.loader.BuiltinClassLoader.defineClass (String, jdk.internal.loader.Resource)","0.110 ms (0%)","0.098 ms (0%)","5.62 ms (0%)","5.38 ms (0%)","16"
"java.net.URLStreamHandler.toExternalForm (java.net.URL)","0.106 ms (0%)","0.098 ms (0%)","0.557 ms (0%)","0.531 ms (0%)","16"
"sun.net.www.protocol.jar.Handler.parseURL (java.net.URL, String, int, int)","0.111 ms (0%)","0.097 ms (0%)","1.38 ms (0%)","1.30 ms (0%)","16"
"java.util.Arrays.copyOf (Object[], int)","0.114 ms (0%)","0.096 ms (0%)","0.293 ms (0%)","0.275 ms (0%)","80"
"java.lang.Class.getName ()","0.115 ms (0%)","0.095 ms (0%)","0.115 ms (0%)","0.095 ms (0%)","297"
"java.util.concurrent.ConcurrentHashMap.spread (int)","0.098 ms (0%)","0.093 ms (0%)","0.098 ms (0%)","0.093 ms (0%)","548"
"java.lang.StringLatin1.hashCode (byte[])","0.092 ms (0%)","0.092 ms (0%)","0.092 ms (0%)","0.092 ms (0%)","338"
"java.util.Objects.equals (Object, Object)","0.101 ms (0%)","0.092 ms (0%)","0.109 ms (0%)","0.099 ms (0%)","591"
"java.lang.String.lastIndexOf (int, int)","0.093 ms (0%)","0.089 ms (0%)","0.264 ms (0%)","0.255 ms (0%)","138"
"java.io.RandomAccessFile.read (byte[], int, int)","0.089 ms (0%)","0.089 ms (0%)","0.089 ms (0%)","0.089 ms (0%)","32"
"java.lang.StringLatin1.regionMatchesCI (byte[], int, byte[], int, int)","0.094 ms (0%)","0.087 ms (0%)","0.306 ms (0%)","0.295 ms (0%)","48"
"sun.nio.cs.UTF_8.updatePositions (java.nio.Buffer, int, java.nio.Buffer, int)","0.086 ms (0%)","0.086 ms (0%)","0.174 ms (0%)","0.173 ms (0%)","44"
"jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull (String)","0.097 ms (0%)","0.085 ms (0%)","10.0 ms (0%)","9.41 ms (0%)","16"
"java.lang.StringLatin1.canEncode (int)","0.092 ms (0%)","0.081 ms (0%)","0.092 ms (0%)","0.081 ms (0%)","779"
"java.lang.StringConcatHelper.mix (long, String)","0.091 ms (0%)","0.080 ms (0%)","0.150 ms (0%)","0.140 ms (0%)","84"
"java.util.concurrent.ConcurrentHashMap.setTabAt (java.util.concurrent.ConcurrentHashMap.Node[], int, java.util.concurrent.ConcurrentHashMap.Node)","0.084 ms (0%)","0.080 ms (0%)","0.126 ms (0%)","0.122 ms (0%)","52"
"java.lang.String.replace (char, char)","0.153 ms (0%)","0.079 ms (0%)","0.268 ms (0%)","0.194 ms (0%)","36"
"java.util.zip.InflaterInputStream.read (byte[], int, int)","0.093 ms (0%)","0.079 ms (0%)","1.3 ms (0%)","0.999 ms (0%)","31"
"java.io.OutputStreamWriter.write (char[], int, int)","0.093 ms (0%)","0.079 ms (0%)","2.8 ms (0%)","2.0 ms (0%)","44"
"java.lang.Math.min (int, int)","0.088 ms (0%)","0.078 ms (0%)","0.088 ms (0%)","0.078 ms (0%)","760"
"java.util.ArrayList.add (Object)","0.090 ms (0%)","0.078 ms (0%)","0.321 ms (0%)","0.286 ms (0%)","109"
"java.lang.Class.getPackageName ()","0.078 ms (0%)","0.078 ms (0%)","0.186 ms (0%)","0.186 ms (0%)","32"
"java.lang.String.lastIndexOf (int)","0.084 ms (0%)","0.077 ms (0%)","0.406 ms (0%)","0.385 ms (0%)","122"
"jdk.internal.loader.URLClassPath$JarLoader$2.getBytes ()","0.079 ms (0%)","0.077 ms (0%)","1.57 ms (0%)","1.51 ms (0%)","16"
"java.io.BufferedWriter.flushBuffer ()","0.079 ms (0%)","0.077 ms (0%)","2.17 ms (0%)","2.8 ms (0%)","44"
"java.util.zip.ZipUtils.LG (byte[], int)","0.072 ms (0%)","0.075 ms (0%)","0.118 ms (0%)","0.113 ms (0%)","144"
"java.util.ArrayList.grow (int)","0.070 ms (0%)","0.074 ms (0%)","0.141 ms (0%)","0.140 ms (0%)","48"
"java.lang.StringBuilder.append (int)","0.073 ms (0%)","0.073 ms (0%)","0.266 ms (0%)","0.263 ms (0%)","52"
"java.util.ArrayList.get (int)","0.067 ms (0%)","0.073 ms (0%)","0.120 ms (0%)","0.126 ms (0%)","29"
"java.lang.AbstractStringBuilder.getCoder ()","0.070 ms (0%)","0.073 ms (0%)","0.070 ms (0%)","0.073 ms (0%)","440"
"java.util.Arrays.copyOf (byte[], int)","0.071 ms (0%)","0.072 ms (0%)","0.079 ms (0%)","0.080 ms (0%)","148"
"java.lang.AbstractStringBuilder.isLatin1 ()","0.085 ms (0%)","0.072 ms (0%)","0.085 ms (0%)","0.072 ms (0%)","466"
"java.lang.StringLatin1.replace (byte[], char, char)","0.071 ms (0%)","0.071 ms (0%)","0.108 ms (0%)","0.107 ms (0%)","36"
"java.lang.StringConcatHelper.prepend (long, byte[], String)","0.075 ms (0%)","0.071 ms (0%)","0.157 ms (0%)","0.151 ms (0%)","119"
"jdk.internal.loader.Resource.getBytes ()","0.073 ms (0%)","0.071 ms (0%)","1.48 ms (0%)","1.42 ms (0%)","16"
"java.util.WeakHashMap.put (Object, Object)","0.076 ms (0%)","0.070 ms (0%)","0.147 ms (0%)","0.137 ms (0%)","16"
"java.lang.AbstractStringBuilder.newCapacity (int)","0.073 ms (0%)","0.069 ms (0%)","0.116 ms (0%)","0.112 ms (0%)","117"
"java.lang.StringCoding.implEncodeAsciiArray (char[], int, byte[], int, int)","0.067 ms (0%)","0.067 ms (0%)","0.067 ms (0%)","0.067 ms (0%)","44"
"java.lang.System.getSecurityManager ()","0.109 ms (0%)","0.066 ms (0%)","0.142 ms (0%)","0.101 ms (0%)","51"
"java.lang.String.regionMatches (boolean, int, String, int, int)","0.069 ms (0%)","0.066 ms (0%)","0.412 ms (0%)","0.398 ms (0%)","48"
"jdk.internal.misc.Unsafe.getReferenceAcquire (Object, long)","0.066 ms (0%)","0.065 ms (0%)","0.066 ms (0%)","0.065 ms (0%)","191"
"java.util.zip.ZipFile.getEntry (String)","0.075 ms (0%)","0.065 ms (0%)","1.11 ms (0%)","1.1 ms (0%)","16"
"java.lang.Character.toLowerCase (int)","0.066 ms (0%)","0.065 ms (0%)","0.131 ms (0%)","0.128 ms (0%)","96"
"java.lang.Math.max (int, int)","0.085 ms (0%)","0.065 ms (0%)","0.085 ms (0%)","0.065 ms (0%)","434"
"java.io.BufferedWriter.newLine ()","0.066 ms (0%)","0.065 ms (0%)","0.224 ms (0%)","0.222 ms (0%)","44"
"java.lang.CharacterDataLatin1.toLowerCase (int)","0.064 ms (0%)","0.063 ms (0%)","0.085 ms (0%)","0.083 ms (0%)","160"
"java.lang.StringLatin1.getChars (byte[], int, int, char[], int)","0.064 ms (0%)","0.063 ms (0%)","0.080 ms (0%)","0.078 ms (0%)","87"
"java.lang.String.checkBoundsBeginEnd (int, int, int)","0.067 ms (0%)","0.062 ms (0%)","0.067 ms (0%)","0.062 ms (0%)","371"
"java.lang.ClassLoader.findLoadedClass (String)","0.064 ms (0%)","0.061 ms (0%)","0.311 ms (0%)","0.294 ms (0%)","37"
"java.util.concurrent.ConcurrentHashMap.transfer (java.util.concurrent.ConcurrentHashMap.Node[], java.util.concurrent.ConcurrentHashMap.Node[])","0.060 ms (0%)","0.061 ms (0%)","0.108 ms (0%)","0.108 ms (0%)","1"
"java.util.concurrent.ConcurrentHashMap.putIfAbsent (Object, Object)","0.079 ms (0%)","0.060 ms (0%)","0.551 ms (0%)","0.523 ms (0%)","100"
"java.lang.StringLatin1.indexOfChar (byte[], int, int, int)","0.062 ms (0%)","0.060 ms (0%)","0.062 ms (0%)","0.060 ms (0%)","367"
"jdk.internal.loader.URLClassPath$JarLoader.getResource (String, boolean)","0.069 ms (0%)","0.060 ms (0%)","3.53 ms (0%)","3.29 ms (0%)","16"
"java.lang.String.newStringUTF8NoRepl (byte[], int, int)","0.076 ms (0%)","0.060 ms (0%)","0.112 ms (0%)","0.096 ms (0%)","16"
"java.util.concurrent.ConcurrentHashMap.remove (Object)","0.070 ms (0%)","0.060 ms (0%)","0.491 ms (0%)","0.465 ms (0%)","40"
"sun.net.www.protocol.jar.Handler.parseContextSpec (java.net.URL, String)","0.067 ms (0%)","0.059 ms (0%)","0.513 ms (0%)","0.476 ms (0%)","16"
"sun.nio.cs.StreamEncoder.flushBuffer ()","0.061 ms (0%)","0.059 ms (0%)","2.81 ms (0%)","1.49 ms (0%)","44"
"java.nio.CharBuffer.position (int)","0.059 ms (0%)","0.058 ms (0%)","0.114 ms (0%)","0.111 ms (0%)","88"
"jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass (String, boolean)","0.064 ms (0%)","0.057 ms (0%)","11.8 ms (0%)","11.0 ms (0%)","21"
"java.lang.CharacterDataLatin1.toUpperCase (int)","0.058 ms (0%)","0.057 ms (0%)","0.078 ms (0%)","0.077 ms (0%)","100"
"java.lang.System$2.encodeASCII (char[], int, byte[], int, int)","0.059 ms (0%)","0.057 ms (0%)","0.128 ms (0%)","0.126 ms (0%)","44"
"java.lang.String.startsWith (String, int)","0.056 ms (0%)","0.056 ms (0%)","0.117 ms (0%)","0.117 ms (0%)","70"
"java.nio.CharBuffer.limit (int)","0.059 ms (0%)","0.056 ms (0%)","0.141 ms (0%)","0.131 ms (0%)","44"
"java.net.URLStreamHandler.setURL (java.net.URL, String, String, int, String, String, String, String, String)","0.063 ms (0%)","0.055 ms (0%)","0.230 ms (0%)","0.215 ms (0%)","16"
"java.util.ArrayList.add (Object, Object[], int)","0.059 ms (0%)","0.053 ms (0%)","0.230 ms (0%)","0.208 ms (0%)","109"
"java.util.WeakHashMap.remove (Object)","0.051 ms (0%)","0.052 ms (0%)","0.119 ms (0%)","0.116 ms (0%)","32"
"java.lang.String.indexOf (int)","0.056 ms (0%)","0.051 ms (0%)","0.295 ms (0%)","0.282 ms (0%)","97"
"java.util.zip.ZipUtils.SH (byte[], int)","0.062 ms (0%)","0.051 ms (0%)","0.062 ms (0%)","0.051 ms (0%)","448"
"sun.net.www.ParseUtil.firstEncodeIndex (String)","0.050 ms (0%)","0.051 ms (0%)","0.140 ms (0%)","0.139 ms (0%)","16"
"java.lang.ClassLoader.postDefineClass (Class, java.security.ProtectionDomain)","0.060 ms (0%)","0.051 ms (0%)","0.245 ms (0%)","0.232 ms (0%)","16"
"jdk.internal.misc.Unsafe.allocateUninitializedArray (Class, int)","0.053 ms (0%)","0.050 ms (0%)","0.072 ms (0%)","0.069 ms (0%)","74"
"java.lang.Class.getClassLoader ()","0.057 ms (0%)","0.049 ms (0%)","0.072 ms (0%)","0.064 ms (0%)","107"
"java.lang.reflect.Modifier.isStatic (int)","0.063 ms (0%)","0.049 ms (0%)","0.063 ms (0%)","0.049 ms (0%)","230"
"java.lang.String.startsWith (String)","0.053 ms (0%)","0.047 ms (0%)","0.174 ms (0%)","0.169 ms (0%)","70"
"java.util.jar.JarFile.entryFor (String)","0.046 ms (0%)","0.047 ms (0%)","0.054 ms (0%)","0.054 ms (0%)","16"
"java.nio.ByteBuffer.clear ()","0.048 ms (0%)","0.047 ms (0%)","0.056 ms (0%)","0.054 ms (0%)","44"
"java.nio.ByteBuffer.flip ()","0.047 ms (0%)","0.047 ms (0%)","0.054 ms (0%)","0.053 ms (0%)","44"
"java.lang.String.getBytes (byte[], int, byte)","0.047 ms (0%)","0.046 ms (0%)","0.059 ms (0%)","0.058 ms (0%)","162"
"java.util.zip.ZipFile$ZipFileInputStream.read (byte[], int, int)","0.049 ms (0%)","0.046 ms (0%)","0.449 ms (0%)","0.430 ms (0%)","16"
"java.util.zip.ZipFile$ZipFileInputStream.initDataOffset ()","0.050 ms (0%)","0.046 ms (0%)","0.249 ms (0%)","0.243 ms (0%)","16"
"java.io.OutputStreamWriter.flushBuffer ()","0.050 ms (0%)","0.045 ms (0%)","2.86 ms (0%)","1.53 ms (0%)","44"
"jdk.internal.loader.BuiltinClassLoader.findLoadedModule (String)","0.046 ms (0%)","0.044 ms (0%)","0.336 ms (0%)","0.319 ms (0%)","37"
"sun.net.www.protocol.jar.Handler.canonicalizeString (String, int)","0.048 ms (0%)","0.044 ms (0%)","0.143 ms (0%)","0.134 ms (0%)","16"
"java.lang.ClassLoader.checkCerts (String, java.security.CodeSource)","0.045 ms (0%)","0.044 ms (0%)","0.132 ms (0%)","0.130 ms (0%)","16"
"java.nio.CharBuffer.limit (int)","0.049 ms (0%)","0.043 ms (0%)","0.079 ms (0%)","0.072 ms (0%)","44"
"jdk.internal.loader.URLClassPath.getResource (String, boolean)","0.046 ms (0%)","0.042 ms (0%)","3.70 ms (0%)","3.44 ms (0%)","16"
"java.util.concurrent.ConcurrentHashMap.casTabAt (java.util.concurrent.ConcurrentHashMap.Node[], int, java.util.concurrent.ConcurrentHashMap.Node, java.util.concurrent.ConcurrentHashMap.Node)","0.042 ms (0%)","0.041 ms (0%)","0.042 ms (0%)","0.041 ms (0%)","66"
"jdk.internal.misc.Unsafe.putReferenceRelease (Object, long, Object)","0.041 ms (0%)","0.041 ms (0%)","0.041 ms (0%)","0.041 ms (0%)","52"
"java.lang.reflect.Constructor.setAccessible (boolean)","0.047 ms (0%)","0.041 ms (0%)","0.139 ms (0%)","0.123 ms (0%)","1"
"java.lang.String.valueOf (Object)","0.042 ms (0%)","0.041 ms (0%)","0.042 ms (0%)","0.041 ms (0%)","43"
"java.util.zip.ZipCoder.hash (String)","0.043 ms (0%)","0.040 ms (0%)","0.100 ms (0%)","0.095 ms (0%)","16"
"java.net.URL.isBuiltinStreamHandler (java.net.URLStreamHandler)","0.042 ms (0%)","0.040 ms (0%)","0.107 ms (0%)","0.105 ms (0%)","16"
"jdk.internal.ref.CleanerImpl.getCleanerImpl (java.lang.ref.Cleaner)","0.043 ms (0%)","0.040 ms (0%)","0.086 ms (0%)","0.080 ms (0%)","42"
"java.lang.String.toLowerCase ()","0.045 ms (0%)","0.040 ms (0%)","0.174 ms (0%)","0.164 ms (0%)","32"
"java.nio.CharBuffer.position (int)","0.038 ms (0%)","0.040 ms (0%)","0.050 ms (0%)","0.049 ms (0%)","88"
"java.lang.ref.ReferenceQueue.reallyPoll ()","0.038 ms (0%)","0.039 ms (0%)","0.038 ms (0%)","0.039 ms (0%)","40"
"java.lang.Class.privateGetDeclaredConstructors (boolean)","0.043 ms (0%)","0.039 ms (0%)","0.120 ms (0%)","0.109 ms (0%)","1"
"java.lang.ClassLoader.getClassLoadingLock (String)","0.051 ms (0%)","0.038 ms (0%)","0.392 ms (0%)","0.352 ms (0%)","37"
"java.util.jar.JarFile.getEntry (String)","0.045 ms (0%)","0.038 ms (0%)","1.20 ms (0%)","1.8 ms (0%)","16"
"java.net.URLStreamHandler.setURL (java.net.URL, String, String, int, String, String)","0.041 ms (0%)","0.038 ms (0%)","0.310 ms (0%)","0.292 ms (0%)","16"
"java.security.SecureClassLoader.getProtectionDomain (java.security.CodeSource)","0.041 ms (0%)","0.038 ms (0%)","0.162 ms (0%)","0.160 ms (0%)","16"
"jdk.internal.loader.URLClassPath.getLoader (int)","0.047 ms (0%)","0.037 ms (0%)","0.123 ms (0%)","0.113 ms (0%)","16"
"java.security.SecureClassLoader.defineClass (String, byte[], int, int, java.security.CodeSource)","0.041 ms (0%)","0.037 ms (0%)","2.28 ms (0%)","2.20 ms (0%)","16"
"java.util.zip.ZipFile$CleanableResource.releaseInflater (java.util.zip.Inflater)","0.039 ms (0%)","0.037 ms (0%)","0.116 ms (0%)","0.112 ms (0%)","16"
"java.lang.CharacterDataLatin1.getProperties (int)","0.038 ms (0%)","0.036 ms (0%)","0.038 ms (0%)","0.036 ms (0%)","260"
"java.io.RandomAccessFile.seek (long)","0.036 ms (0%)","0.036 ms (0%)","0.036 ms (0%)","0.036 ms (0%)","32"
"java.lang.Class.copyConstructors (java.lang.reflect.Constructor[])","0.042 ms (0%)","0.036 ms (0%)","0.113 ms (0%)","0.101 ms (0%)","1"
"java.lang.Class.newReflectionData (java.lang.ref.SoftReference, int)","0.037 ms (0%)","0.036 ms (0%)","0.047 ms (0%)","0.046 ms (0%)","1"
"java.lang.Module.isExported (String, Module)","0.035 ms (0%)","0.036 ms (0%)","0.158 ms (0%)","0.148 ms (0%)","2"
"jdk.internal.loader.BuiltinClassLoader.loadClass (String, boolean)","0.039 ms (0%)","0.035 ms (0%)","11.6 ms (0%)","10.9 ms (0%)","21"
"java.util.jar.JarFile.isMultiRelease ()","0.046 ms (0%)","0.035 ms (0%)","0.063 ms (0%)","0.052 ms (0%)","32"
"jdk.internal.util.ArraysSupport.newLength (int, int, int)","0.037 ms (0%)","0.035 ms (0%)","0.045 ms (0%)","0.043 ms (0%)","128"
